# mntjulip DSA
GeneName	GroupID	FeatureID	FeatureType	FeatureLabel	strand	p-value	q-value	log2FoldChange	ReadCount1	ReadCount2	PSI	avg_read_counts(0)	avg_read_counts(1)
HDAC8	J024842	J024842	intron	chrX:72572109-72572651	-	0.000146746	0.0010115	-1.1503	104.684232,107.857502,108.924345,103.703898,111.627009,49.265459,40.425617,48.442214,46.537105,50.481991	.	.	107.359397	47.030477
RLIM	J024843	J024843	intron	chrX:74593061-74594306	-	0.461758	1	-0.192365	168.454418,168.952149,168.354351,169.934901,169.449921,155.255843,149.223297,146.74193,145.020349,142.848821	.	.	169.029148	147.818048
RLIM	J024844	J024844	intron	chrX:74594389-74595809	-	0.95463	1	-0.0739759	155.838858,154.940152,155.615575,157.808515,150.795737,144.743003,150.36141,148.231397,148.831732,150.938298	.	.	154.999767	148.621168
RLIM	J024845	J024845	intron	chrX:74596000-74612582	-	0.930052	1	-0.107895	67.50115,64.964342,69.865203,66.256369,68.245978,58.930634,64.321222,63.995538,65.279931,68.585131	.	.	67.366608	64.222491
RLIM	J024846	J024846	intron	chrX:74596000-74614422	-	0.893736	1	0.0382081	65.846896,68.381753,70.456858,71.590566,67.554773,60.02955,68.934744,67.757113,62.598153,67.153247	.	.	68.766169	65.294561
RLIM	J024847	J024847	intron	chrX:74612643-74614422	-	0.754447	1	-0.229851	52.371815,50.011638,55.616541,45.1404,54.92914,44.262095,46.452611,43.781876,46.875576,50.81796	.	.	51.613907	46.438024
SH3BGRL	J024848	J024848	intron	chrX:81202245-81202437	+	0.979952	1	0.261425	15.314215,13.764154,17.477133,19.47648,12.541211,17.750811,18.885185,12.157946,15.367209,17.533835	.	.	15.714639	16.338997
SH3BGRL	J024849	J024849	intron	chrX:81202245-81276984	+	5.11363e-11	3.11047e-09	-3.36257	575.198415,575.490622,575.249272,575.376344,575.165365,59.167609,54.422703,51.73962,48.801239,55.861216	.	.	575.296004	53.998477
SH3BGRL	J024850	J024850	intron	chrX:81202576-81276984	+	1	1	-0.0979348	31.746225,29.588568,25.999798,29.022297,27.59102,32.393827,24.967457,24.305163,27.461264,33.348969	.	.	28.789582	28.495336
SH3BGRL	J024851	J024851	intron	chrX:81202720-81276984	+	1.41097e-11	9.63251e-10	3.43592	57.565923,58.284314,60.349758,60.681857,56.581182,622.891413,621.552919,621.497779,621.8944,621.497779	.	.	58.692607	621.866858
SH3BGRL	J024852	J024852	intron	chrX:81277169-81278331	+	0.0645986	0.307983	0.280064	1213.800259,1213.787759,1213.59707,1213.653351,1210.368535,1464.851381,1464.902727,1464.939721,1464.80696,1464.800429	.	.	1213.041395	1464.860244
SH3BGRL	J024853	J024853	intron	chrX:81278411-81297195	+	0.0349347	0.173249	0.300587	1196.912275,1196.896225,1196.735674,1196.716402,1193.5289,1466.8935,1466.753801,1466.760314,1466.736432,1466.790707	.	.	1196.157895	1466.786951
SRPX2	J024854	J024854	intron	chrX:100644515-100646193	+	0.861797	1	-0.872004	90.544596,90.544596,89.925285,90.985699,85.943906,64.695601,52.475051,54.228309,50.075842,53.077723	.	.	89.588816	54.910505
SRPX2	J024855	J024855	intron	chrX:100644515-100646322	+	0.992032	1	0.0500721	162.169261,164.055658,163.952502,163.1204,168.856802,171.086913,173.311029,172.357664,170.897766,172.261471	.	.	164.430925	171.982969
SRPX2	J024856	J024856	intron	chrX:100646404-100650785	+	1	1	-0.0618154	257.569363,257.207804,259.09947,257.877903,249.619253,245.415089,242.474555,243.264304,241.273175,241.561045	.	.	256.274759	242.797634
SRPX2	J024857	J024857	intron	chrX:100649564-100650785	+	0.919516	1	-1.86894	106.315296,106.300913,106.587168,106.515879,103.990129,43.002354,34.023943,33.06695,33.883047,33.81179	.	.	105.941877	35.557617
SRPX2	J024858	J024858	intron	chrX:100650865-100662176	+	0.450712	1	-0.649	389.668453,389.790807,390.363026,389.800213,384.992391,279.53465,264.560504,263.974317,264.142289,264.121314	.	.	388.922978	267.266615
SRPX2	J024859	J024859	intron	chrX:100662367-100664774	+	0.557528	1	-0.906224	514.6593,514.560093,514.596396,514.717337,513.194138,298.404351,288.632791,288.545042,288.558549,288.450429	.	.	514.345453	290.518232
SRPX2	J024860	J024860	intron	chrX:100664950-100665243	+	0.46045	1	-1.20994	441.834031,441.699808,441.733911,441.865966,439.768702,208.946185,201.299952,201.166879,201.38848,201.270409	.	.	441.380484	202.814381
SRPX2	J024861	J024861	intron	chrX:100665369-100665536	+	0.558538	1	-1.7171	390.60432,390.586458,390.579312,390.640036,389.493805,135.69988,127.89524,127.948347,127.89524,128.036677	.	.	390.380786	129.495077
SRPX2	J024862	J024862	intron	chrX:100665657-100666754	+	0.551339	1	-1.89899	399.807522,399.773268,399.77171,399.801294,399.338227,123.635159,116.45542,116.612153,116.418428,116.42768	.	.	399.698404	117.909768
SRPX2	J024863	J024863	intron	chrX:100666933-100667274	+	0.475713	1	-1.7635	379.360366,379.368574,379.403454,379.434221,378.1388,127.8407,120.362464,120.317401,120.245171,120.263243	.	.	379.141083	121.805796
SRPX2	J024864	J024864	intron	chrX:100667407-100669248	+	0.560757	1	-1.89708	376.668098,376.731237,376.71247,376.623705,375.905977,116.950283,109.427309,109.55111,109.55111,109.608065	.	.	376.528297	111.017575
SRPX2	J024865	J024865	intron	chrX:100667407-100670807	+	0.41641	1	-1.00144	98.631882,98.577004,97.966062,98.300975,93.10111,67.660753,52.755387,51.879481,53.320552,55.953044	.	.	97.315407	56.313843
SRPX2	J024866	J024866	intron	chrX:100669369-100670807	+	0.561405	1	-1.89718	402.791795,402.822275,402.802769,402.692979,402.114155,123.135138,115.675215,115.987547,115.914335,115.94181	.	.	402.644795	117.330809
ARL13A	J024867	J024867	intron	chrX:100973748-100974127	+	1	1	0	1.0,6e-06,1.976091,1.0,1.000002,1.000001,1.0,1.0,1.976091,0.0	.	.	0.99522	0.995218
TMEM35A	J024868	J024868	intron	chrX:101079122-101094573	+	1	1	0	169.272386,170.450745,169.830236,168.495354,162.129428,0.481708,0.0,0.0,0.0,0.0	.	.	168.03563	0.096342
GPRASP2	J024869	J024869	intron	chrX:102712552-102713091	+	2.14716e-09	8.7208e-08	3.89528	6.818089,4.124067,4.124067,6.818089,5.983329,100.002361,92.219787,91.111895,90.887042,90.661068	.	.	5.573528	92.976431
GPRASP2	J024870	J024870	intron	chrX:102712552-102713130	+	1.26582e-05	0.000115672	-1.62488	41.587518,43.912033,48.08488,43.912033,47.857239,15.761455,13.325258,14.097779,16.286284,13.325258	.	.	45.070741	14.559207
GPRASP2	J024871	J024871	intron	chrX:102713217-102713782	+	4.08609e-07	7.44465e-06	1.38063	74.090268,72.133382,70.964943,70.062318,77.212836,193.338639,188.931654,190.517617,189.687888,189.687888	.	.	72.892749	190.432737
GPRASP2	J024872	J024872	intron	chrX:102713849-102714189	+	9.54808e-06	9.13491e-05	1.03059	98.958814,96.888809,100.348615,96.461858,106.824977,206.911295,202.720263,203.769991,203.322151,202.11281	.	.	99.896615	203.767302
GPRASP2	J024873	J024873	intron	chrX:102714266-102714537	+	6.45661e-06	6.56226e-05	1.05396	100.847577,104.491266,101.246176,100.847577,101.394885,212.468358,204.015646,204.537201,204.759496,202.731928	.	.	101.765496	205.702526
TCEAL8	J024874	J024874	intron	chrX:103253790-103253890	-	1	1	-0.0659169	41.887967,44.086735,40.004357,41.887967,38.823987,42.034062,39.965055,39.965055,41.794556,36.986592	.	.	41.338203	40.149064
TCEAL8	J024875	J024875	intron	chrX:103254017-103254605	-	1	1	-0.00981682	443.252017,443.252017,442.517747,443.840325,443.135047,446.78929,441.046331,440.7176,441.066847,440.222841	.	.	443.199431	441.968582
TCEAL8	J024876	J024876	intron	chrX:103254017-103255078	-	0.992656	1	-0.00268954	64.696671,56.540569,63.466955,58.41493,59.460539,58.558904,57.917719,55.345588,58.269044,59.301182	.	.	60.515933	57.878487
TCEAL8	J024877	J024877	intron	chrX:103254677-103255078	-	0.984003	1	0.00927953	319.006955,319.259012,317.662966,319.832507,321.60506,329.160905,325.881328,325.568404,325.289357,324.693594	.	.	319.4733	326.118718
BEX2	J024878	J024878	intron	chrX:103310433-103310860	-	0.978865	1	-0.934905	1.982265,0.0,1.982265,1.982265,1.010192,3.879277,1.011086,1.011086,1.981298,1.011086	.	.	1.391397	1.778767
TMSB15B	J024879	J024879	intron	chrX:103962723-103964506	+	0.966193	1	0.0387917	37.334604,35.777363,39.287275,42.423373,37.291676,34.786309,38.270809,42.427523,38.762638,40.651135	.	.	38.422858	38.979683
TMSB15B	J024880	J024880	intron	chrX:103964622-103965539	+	0.960159	1	0.00325717	65.721335,59.396114,62.873473,65.721335,60.366282,70.922536,62.91856,66.090584,60.861071,63.249381	.	.	62.815708	64.808426
TMSB15B	J024881	J024881	intron	chrX:104073324-104074241	-	0.983643	1	-0.0202579	65.174655,58.447899,61.980646,64.868236,59.375166,69.313496,61.583854,64.809441,59.487664,61.583854	.	.	61.96932	63.355662
TMSB15B	J024882	J024882	intron	chrX:104074357-104076140	-	0.966524	1	0.0387917	37.331875,35.77463,39.284552,42.420662,37.317168,34.783907,38.27674,42.433414,38.768565,40.657044	.	.	38.425777	38.983934
KCTD9P2	J024883	J024883	intron	chrX:105405694-105405798	+	1	1	-0.239905	6.028965,8.569454,6.904206,4.180733,4.108017,5.980966,5.066631,4.134168,4.134168,9.27406	.	.	5.958275	5.717999
KCTD9P2	J024884	J024884	intron	chrX:105406060-105406189	+	0.961812	1	0.0436807	58.039673,56.954278,59.772196,58.393515,63.03955,64.105251,60.12758,59.436228,62.119746,57.640201	.	.	59.239842	60.685801
MID2	J024885	J024885	intron	chrX:107825800-107840670	+	1	1	-0.9631	1.04794,4.844428,3.947852,3.947852,1.02928,2.958677,1.013322,1.013322,1.986918,1.986918	.	.	2.96347	1.791831
MID2	J024886	J024886	intron	chrX:107826430-107840670	+	0.667792	1	-0.613532	3.950881,3.02066,3.02066,3.02066,4.880453,4.83106,2.001476,2.001476,1.021,2.001476	.	.	3.578663	2.371298
MID2	J024887	J024887	intron	chrX:107841385-107854609	+	0.329183	1	-0.842238	8.149879,9.000021,8.149879,10.619536,8.999887,5.019763,4.109866,4.109866,6.796362,6.796362	.	.	8.98384	5.366444
MID2	J024888	J024888	intron	chrX:107854704-107903958	+	0.0275008	0.138117	-1.82875	12.533433,10.976765,9.318088,11.766999,7.34603,2.044948,5.79995,3.069519,6.648334,3.069519	.	.	10.388263	4.126454
MID2	J024889	J024889	intron	chrX:107904065-107905478	+	0.047849	0.233106	-1.84721	9.548415,5.869263,14.408112,14.408112,11.042085,3.04341,6.664463,3.077831,5.814229,3.077831	.	.	11.055197	4.335553
MID2	J024890	J024890	intron	chrX:107905626-107916002	+	0.189355	0.832715	-0.852487	5.456509,7.329383,13.67661,10.697869,9.024511,4.99041,3.108348,4.062127,4.980989,6.723733	.	.	9.236976	4.773121
MID2	J024891	J024891	intron	chrX:107916129-107917506	+	0.183321	0.808117	-1.21429	7.084561,10.374141,7.084561,5.263457,9.670892,2.06112,3.091329,6.539241,7.289707,2.106763	.	.	7.895522	4.217632
MID2	J024892	J024892	intron	chrX:107917739-107924343	+	0.204713	0.892607	-1.29912	6.817938,5.063364,5.955847,5.063364,5.022856,2.015353,2.018424,4.792207,2.983545,0.0	.	.	5.584674	2.361906
MID2	J024893	J024893	intron	chrX:107924504-107926094	+	0.318815	1	-0.987353	8.038306,8.038306,8.038306,9.694727,6.161892,4.007928,4.015464,4.924903,4.924903,3.071359	.	.	7.994307	4.188911
MID2	J024894	J024894	intron	chrX:107926301-107926671	+	0.69209	1	-0.425306	9.780476,12.094848,8.112959,5.382831,7.124191,7.765593,5.880664,5.880664,2.121324,4.07205	.	.	8.499061	5.144059
PSMD10	J024895	J024895	intron	chrX:108085127-108087686	-	1.52933e-08	4.84646e-07	-2.31297	419.400854,419.512738,419.019677,418.884858,421.886116,84.433421,95.834338,87.246293,89.631877,94.007981	.	.	419.740849	90.230782
PSMD10	J024896	J024896	intron	chrX:108085127-108087765	-	2.62945e-10	1.3663e-08	2.54399	85.504898,83.566806,84.305199,85.267946,79.800167,489.260766,488.308979,487.81192,488.137783,488.343193	.	.	83.689003	488.372528
PSMD10	J024897	J024897	intron	chrX:108087852-108087953	-	0.147386	0.664194	0.23934	498.351292,498.466822,498.829276,498.763448,501.765094,588.982998,589.170997,588.342538,588.525656,589.000783	.	.	499.235186	588.804594
PSMD10	J024898	J024898	intron	chrX:108088099-108088752	-	0.233164	1	0.230036	434.467089,434.044717,433.960065,435.181723,435.434377,510.215922,511.681944,511.336173,510.721119,511.162968	.	.	434.617594	511.023625
PSMD10	J024899	J024899	intron	chrX:108088099-108091407	-	0.980133	1	-0.103836	16.095506,11.548213,14.666694,13.154988,11.32015,12.157852,12.292625,14.58724,17.364047,9.768945	.	.	13.35711	13.234142
PSMD10	J024900	J024900	intron	chrX:108088850-108091407	-	0.090719	0.423394	0.30524	252.439901,251.960001,251.692018,252.599162,256.033244,305.667033,311.473616,312.183672,311.735875,311.022239	.	.	252.944865	310.416487
NXT2	J024901	J024901	intron	chrX:109537021-109538045	+	0.896272	1	-0.00240249	9.811233,16.75489,12.341815,16.069095,11.250592,10.182528,13.524688,12.771212,10.368269,11.995124	.	.	13.245525	11.768364
NXT2	J024902	J024902	intron	chrX:109538131-109541475	+	0.99812	1	0	23.00078,23.00078,21.691798,24.248805,22.99807,24.576875,21.694247,23.003279,24.854588,21.694247	.	.	22.988047	23.164647
NXT2	J024903	J024903	intron	chrX:109541619-109542507	+	1	1	-0.0654425	24.804636,22.228458,23.547738,28.263435,21.670997,25.760062,18.368701,17.616228,21.832026,25.471683	.	.	24.103053	21.80974
LHFPL1	J024904	J024904	intron	chrX:112660725-112671009	-	0.978021	1	-0.0144996	3.934414,3.005552,3.005552,0.0,3.001949,3.934951,2.960331,2.960331,0.0,1.02631	.	.	2.589493	2.176385
IL13RA2	J024905	J024905	intron	chrX:115005315-115007932	-	0.641235	1	-0.0249978	7.127524,7.127524,7.994393,7.994393,13.018598,12.396022,8.039198,5.329622,8.039198,9.695595	.	.	8.652486	8.699927
IL13RA2	J024906	J024906	intron	chrX:115008076-115009521	-	0.901716	1	-0.171325	11.324281,6.312974,8.942082,7.220626,9.856026,8.023495,11.5405,6.346731,3.410526,10.246457	.	.	8.731198	7.913542
IL13RA2	J024907	J024907	intron	chrX:115009666-115010644	-	0.887938	1	-0.117206	10.554673,9.761341,9.761341,5.370932,4.256034,6.14244,8.099417,8.94575,8.94575,9.764843	.	.	7.940864	8.37964
IL13RA2	J024908	J024908	intron	chrX:115010828-115013769	-	0.852257	1	0.576134	4.177136,6.898766,9.356569,4.177136,6.008371,8.006785,3.327747,10.454712,8.853532,8.853532	.	.	6.123596	7.899262
IL13RA2	J024909	J024909	intron	chrX:115013889-115014421	-	0.90719	1	0.0198746	6.214765,8.81373,7.976883,8.81373,6.143883,6.15742,8.95695,8.109849,8.109849,11.341975	.	.	7.592598	8.535209
IL13RA2	J024910	J024910	intron	chrX:115014574-115015670	-	0.992765	1	-0.00641199	8.247122,11.515869,7.359022,11.515869,9.036784,8.966041,8.089313,5.365705,9.753117,10.546246	.	.	9.534933	8.544084
IL13RA2	J024911	J024911	intron	chrX:115015821-115017176	-	0.994955	1	0.149272	8.965242,8.965242,7.240344,9.785539,8.987522,7.154511,7.336453,9.905936,11.485031,9.905936	.	.	8.788778	9.157573
IL13RA2	J024912	J024912	intron	chrX:115017302-115017553	-	0.962044	1	0.219282	4.153106,6.862242,5.991329,6.862242,5.060363,4.060953,6.856354,6.856354,3.176933,6.856354	.	.	5.785856	5.56139
LAMP2	J024913	J024913	intron	chrX:120428626-120441730	-	0.535306	1	-0.145276	45.04883,42.735092,50.349142,45.925819,53.825533,35.574451,44.770866,43.922744,41.693204,41.693204	.	.	47.576883	41.530894
LAMP2	J024914	J024914	intron	chrX:120431462-120439076	-	1.56242e-08	4.927e-07	1.47187	197.06733,196.830506,197.303225,197.85004,196.573209,545.953087,545.890501,545.695365,546.001906,545.653521	.	.	197.124862	545.838876
LAMP2	J024915	J024915	intron	chrX:120431462-120441730	-	0.98835	1	-0.0574413	102.163525,102.549479,101.18289,101.577902,99.407941,96.912898,94.488644,96.631883,97.04722,98.866585	.	.	101.376347	96.789446
LAMP2	J024916	J024916	intron	chrX:120439293-120441730	-	0.391393	1	0.125883	804.837662,804.892202,804.694427,804.796747,805.342346,896.983324,891.454126,891.319059,891.386603,891.825161	.	.	804.912677	892.593655
LAMP2	J024917	J024917	intron	chrX:120441894-120442599	-	0.835676	1	0.0636794	973.467198,973.271912,973.410057,973.500525,972.826487,1018.276375,1017.976159,1017.984908,1017.976159,1018.116099	.	.	973.295236	1018.06594
LAMP2	J024918	J024918	intron	chrX:120442662-120446305	-	0.915865	1	0.0634856	990.234284,990.026765,990.192793,990.109792,989.914233,1031.418188,1031.677451,1031.711565,1031.813881,1031.711565	.	.	990.095573	1031.66653
LAMP2	J024919	J024919	intron	chrX:120446427-120447841	-	1	1	0.0867714	966.811025,966.61314,966.61314,966.883384,964.756749,1029.174859,1028.759158,1028.763431,1028.737789,1028.56678	.	.	966.335488	1028.800403
LAMP2	J024920	J024920	intron	chrX:120448025-120448970	-	0.104967	0.484256	-0.240346	803.973897,803.577378,804.028532,803.803074,801.690658,673.681422,676.779646,676.798487,676.854998,676.789067	.	.	803.414708	676.180724
LAMP2	J024921	J024921	intron	chrX:120449128-120455357	-	1.13546e-06	1.61294e-05	-0.996926	698.113151,697.695109,697.757428,697.035069,698.102216,348.208074,349.051105,347.904972,347.592879,348.680871	.	.	697.740595	348.28758
LAMP2	J024922	J024922	intron	chrX:120455570-120456651	-	1.67134e-06	2.1844e-05	-0.898093	668.346812,667.942009,667.652319,667.652319,666.77758,357.633086,357.203885,356.965933,357.855339,356.45841	.	.	667.674208	357.223331
LAMP2	J024923	J024923	intron	chrX:120456769-120469106	-	1.08764e-06	1.5597e-05	-0.96554	529.046972,528.98783,528.91387,528.676958,527.747543,273.175834,267.919054,267.870845,266.704769,266.949137	.	.	528.674635	268.523928
C1GALT1C1	J024924	J024924	intron	chrX:120627171-120629917	-	0.879417	1	-0.21875	83.660727,85.654476,88.235607,87.778828,92.254887,88.051741,83.995041,80.518498,80.257477,80.77768	.	.	87.516905	82.720087
SLC25A14	J024925	J024925	intron	chrX:130339976-130345182	+	0.765716	1	0.0627239	21.905524,33.969357,26.540492,27.728415,21.601906,22.232934,27.262368,27.262368,31.140864,27.262368	.	.	26.349139	27.03218
SLC25A14	J024926	J024926	intron	chrX:130340344-130345182	+	1	1	0.209324	6.952166,5.159594,9.423923,5.159594,6.025348,7.855074,6.007585,6.88031,7.724181,2.172974	.	.	6.544125	6.128025
SLC25A14	J024927	J024927	intron	chrX:130340353-130345182	+	0.953938	1	0.0992157	11.854353,13.486345,15.01947,19.144125,15.82064,15.430269,16.55317,18.688623,21.906461,16.55317	.	.	15.064987	17.826339
SLC25A14	J024928	J024928	intron	chrX:130345275-130346544	+	0.997784	1	-0.0458741	68.305153,68.613263,67.680491,75.051298,67.052467,66.978251,63.096685,64.751912,69.002161,65.073387	.	.	69.340534	65.780479
SLC25A14	J024929	J024929	intron	chrX:130345275-130349251	+	0.94349	1	0.232403	5.919579,5.919579,3.138648,5.919579,5.038339,5.08045,6.971752,6.971752,7.824317,6.089549	.	.	5.187145	6.587564
SLC25A14	J024930	J024930	intron	chrX:130346691-130349251	+	0.935303	1	0.0674916	86.371596,86.837965,83.194904,85.899658,84.54375,88.322909,91.415002,92.943384,92.077135,90.74164	.	.	85.369575	91.100014
SLC25A14	J024931	J024931	intron	chrX:130349345-130349824	+	0.998314	1	0.279309	17.908335,23.797221,21.337879,17.908335,18.227553,21.740271,20.202734,21.526096,18.083435,21.526096	.	.	19.835865	20.615726
SLC25A14	J024932	J024932	intron	chrX:130349345-130350646	+	1	1	-0.145224	70.768712,73.847927,70.179306,67.395388,71.408312,65.854085,71.449449,65.406674,66.702661,71.449449	.	.	70.719929	68.172464
SLC25A14	J024933	J024933	intron	chrX:130349345-130358640	+	0.816175	1	0.417456	5.967493,5.967493,5.967493,5.068349,5.052977,7.935461,8.696181,5.226503,3.272897,10.251618	.	.	5.604761	7.076532
SLC25A14	J024934	J024934	intron	chrX:130349867-130350646	+	0.966808	1	0.215751	16.159188,23.518235,21.702686,15.374031,18.137036,23.170961,19.287388,20.638285,15.564194,21.924183	.	.	18.978235	20.117002
SLC25A14	J024935	J024935	intron	chrX:130350731-130358640	+	0.506327	1	0.278346	85.960001,81.14994,83.388833,77.656638,78.574226,97.758424,96.325125,90.274338,93.628134,89.329034	.	.	81.345928	93.463011
SLC25A14	J024936	J024936	intron	chrX:130358735-130359047	+	0.999597	1	0.551741	4.910091,4.002875,3.061577,3.061577,7.597183,6.011733,6.022417,5.116323,6.896934,6.896934	.	.	4.526661	6.188868
SLC25A14	J024937	J024937	intron	chrX:130358735-130364628	+	0.993494	1	-0.055749	95.722323,94.251505,95.307423,91.597621,89.955442,90.068649,95.63173,92.662399,92.219839,93.317147	.	.	93.366863	92.779953
SLC25A14	J024938	J024938	intron	chrX:130359139-130364628	+	0.682287	1	0.58136	4.926167,4.016342,3.072173,4.926167,4.005841,6.924427,5.988411,6.858996,5.08664,5.08664	.	.	4.189338	5.989023
SLC25A14	J024939	J024939	intron	chrX:130364752-130365541	+	0.986962	1	-0.0822525	88.725925,81.889501,84.143038,79.764212,84.996725,89.574431,84.344082,90.306743,83.593057,84.344082	.	.	83.90388	86.432479
SLC25A14	J024940	J024940	intron	chrX:130365676-130371564	+	1	1	-0.0153564	102.069467,99.435795,103.800002,105.099733,101.461019,104.016605,97.34579,101.007358,99.621623,99.822398	.	.	102.373203	100.362755
SLC25A14	J024941	J024941	intron	chrX:130371644-130372909	+	0.60571	1	-0.211629	98.221854,100.860795,101.252335,99.663768,104.820684,96.338967,84.777835,89.999138,88.643036,88.180617	.	.	100.963887	89.587919
RBMX2	J024942	J024942	intron	chrX:130402037-130402255	+	3.92041e-05	0.000309837	-2.12493	26.685772,23.642568,21.634991,25.508866,27.913245,6.88469,5.918948,2.136765,7.615676,4.100206	.	.	25.077088	5.331257
RBMX2	J024943	J024943	intron	chrX:130402370-130403802	+	0.000689791	0.00424	0.635858	99.277529,100.283959,98.661729,101.654091,101.934479,148.858159,157.034387,155.933559,156.155496,155.486963	.	.	100.362357	154.693713
RBMX2	J024944	J024944	intron	chrX:130403853-130409257	+	0.016754	0.0867053	0.435842	128.039213,127.160014,126.414935,127.893773,127.121494,171.068243,168.201413,167.198603,168.597684,165.971406	.	.	127.325886	168.20747
RBMX2	J024945	J024945	intron	chrX:130409386-130411348	+	0.385812	1	-0.251699	139.040981,139.040981,140.207867,140.079528,134.926623,117.158527,116.862991,113.857497,115.050123,113.857497	.	.	138.659196	115.357327
RBMX2	J024946	J024946	intron	chrX:130411525-130412361	+	2.99006e-08	8.66272e-07	-2.3619	106.491226,104.41196,107.404588,105.746598,107.71448,21.000744,20.999823,20.999823,23.529622,18.203486	.	.	106.35377	20.9467
PHF6	J024947	J024947	intron	chrX:134373467-134377572	+	0.000118622	0.000829449	-1.18369	72.747672,73.590467,69.473423,74.684619,72.020737,31.141289,31.453517,33.13435,39.456986,35.228995	.	.	72.503384	34.083027
PHF6	J024948	J024948	intron	chrX:134377755-134378005	+	2.70955e-05	0.00022371	-0.909627	120.959248,120.642781,122.204318,120.959248,120.445959,57.093365,57.80574,64.305719,64.305719,62.714109	.	.	121.042311	61.24493
PHF6	J024949	J024949	intron	chrX:134378106-134393501	+	2.97504e-06	3.46804e-05	-1.27508	127.229793,128.400156,128.400156,125.725365,129.508295,54.71295,55.9174,54.804838,58.372098,55.180037	.	.	127.852753	55.797465
PHF6	J024950	J024950	intron	chrX:134393634-134393909	+	9.3651e-06	8.97993e-05	-1.20119	125.098176,125.544359,124.948517,120.551237,126.15149,54.208428,56.000347,57.074443,53.738208,57.771507	.	.	124.458756	55.758587
PHF6	J024951	J024951	intron	chrX:134393952-134413488	+	0.000969269	0.00582401	-1.03192	42.889157,43.3286,40.589838,40.589838,42.796347,26.385697,21.034452,21.034452,18.236063,21.690356	.	.	42.038756	21.676204
PHF6	J024952	J024952	intron	chrX:134393952-134413491	+	3.43004e-05	0.000275309	-1.34078	82.377387,82.12963,84.06857,78.203188,76.146724,33.658437,30.074615,32.872385,30.657385,36.377229	.	.	80.5851	32.72801
PHF6	J024953	J024953	intron	chrX:134413657-134413823	+	0.000150678	0.00103472	-1.06973	120.285779,117.549511,120.752309,115.859338,120.731622,57.446264,61.453345,64.272228,54.175337,59.08808	.	.	119.035712	59.287051
PHF6	J024954	J024954	intron	chrX:134413966-134415016	+	6.07141e-05	0.000456227	-0.948077	117.056246,118.544157,121.07583,118.706514,122.773904,64.017114,58.440513,59.455348,51.143874,55.194033	.	.	119.63133	57.650176
PHF6	J024955	J024955	intron	chrX:134415120-134417169	+	9.0909e-06	8.7497e-05	-1.01604	122.831271,123.75869,123.911516,125.265454,123.407566,62.545149,59.246599,54.905342,58.90601,55.290379	.	.	123.834899	58.178696
PHF6	J024956	J024956	intron	chrX:134417302-134425201	+	9.47231e-06	9.0658e-05	-1.19969	130.675212,127.377496,128.405094,127.525652,122.253185,60.306383,56.307999,53.777136,52.236346,49.340146	.	.	127.247328	54.393602
PHF6	J024957	J024957	intron	chrX:134425330-134425661	+	2.71859e-05	0.000224312	-1.07306	103.872966,101.563935,100.360074,104.059872,98.286015,48.199257,47.963866,46.683528,47.963866,52.25404	.	.	101.628572	48.612911
HMGB3	J024958	J024958	intron	chrX:150980644-150985595	+	0.0638374	0.304807	-0.478337	142.324616,139.350881,140.665259,142.450062,145.534466,114.132366,110.890897,107.706376,105.639121,106.591299	.	.	142.065057	108.992012
HMGB3	J024959	J024959	intron	chrX:150983376-150985595	+	0.968079	1	0.190239	25.634985,25.059452,21.328649,15.343638,20.341721,24.600321,23.677287,20.35709,19.638906,27.189403	.	.	21.541689	23.092601
HMGB3	J024960	J024960	intron	chrX:150985749-150986051	+	1	1	0.0202697	549.158376,549.061495,549.158376,549.476257,549.006869,553.832364,554.004338,554.140479,554.534593,554.276496	.	.	549.172275	554.157654
HMGB3	J024961	J024961	intron	chrX:150986190-150987128	+	0.990753	1	-0.099088	514.218958,515.215137,515.137564,514.920131,515.490506,490.726767,491.368298,491.435998,492.026925,492.060613	.	.	514.996459	491.52372
HMGB3	J024962	J024962	intron	chrX:150987302-150987777	+	0.433865	1	-0.270574	229.37305,231.468788,231.347173,230.181557,227.181654,197.771239,194.111983,194.273849,194.273849,197.042082	.	.	229.910444	195.4946
CETN2	J024963	J024963	intron	chrX:152827930-152828537	-	0.998781	1	-0.00689948	540.726193,540.583945,540.555479,540.655086,539.494388,554.032637,546.365647,546.505229,546.086088,546.337714	.	.	540.403018	547.865463
CETN2	J024964	J024964	intron	chrX:152828674-152829149	-	0.970768	1	-0.0506514	548.482105,547.370675,547.927426,548.302061,548.527859,532.473102,528.398589,529.257825,528.532256,528.873285	.	.	548.122025	529.507011
CETN2	J024965	J024965	intron	chrX:152829277-152829602	-	0.962914	1	-0.0521766	419.917444,419.424901,418.749883,419.604249,419.157549,403.735715,404.200727,404.726332,403.888982,404.535488	.	.	419.370805	404.217449
CETN2	J024966	J024966	intron	chrX:152829760-152830708	-	1	1	0.0197732	130.300188,135.248838,129.571411,131.018041,131.349569,129.048044,128.667062,131.120077,130.411489,132.095157	.	.	131.497609	130.268366
NSDHL	J024967	J024967	intron	chrX:152831117-152831634	+	0.987525	1	0.0453096	125.20334,122.60995,123.233193,123.848201,125.784929,129.020687,132.298873,128.027066,128.912174,130.067392	.	.	124.135923	129.665238
