group_id	chrom	start	end	strand	gene_name	psi(control)	psi(epileptic)	delta_psi
g007618	chr5	110740289	110741970	-	Ep400	0.517393	0.443042	-0.0743506
g007619	chr5	110775638	110777614	-	Pus1	0.768983	0.758867	-0.0101164
g007620	chr5	110775638	110777614	-	Pus1	0.958844	0.902948	-0.0558963
g007619	chr5	110775638	110779687	-	Pus1	0.231017	0.241133	0.0101164
g007621	chr5	110775638	110779687	-	Pus1	0.26119	0.27201	0.0108203
g007620	chr5	110776607	110777614	-	Pus1	0.0411559	0.0970522	0.0558963
g007621	chr5	110777751	110779687	-	Pus1	0.73881	0.72799	-0.0108203
g007622	chr5	110790936	110791052	-	Ulk1	0.900803	0.865536	-0.0352666
g007622	chr5	110790954	110791052	-	Ulk1	0.0991972	0.134464	0.0352666
g007623	chr5	112228178	112228609	-	Miat	0.542356	0.425978	-0.116378
g007623	chr5	112228356	112228609	-	Miat	0.457644	0.574022	0.116378
g007624	chr5	112337741	112337976	-	Srrd	0.216806	0.250572	0.0337662
g007624	chr5	112337741	112338002	-	Srrd	0.783194	0.749428	-0.0337662
g007625	chr5	112338472	112339719	-	Srrd	0.514941	0.537479	0.0225389
g007625	chr5	112338567	112339719	-	Srrd	0.485059	0.462521	-0.0225389
g007626	chr5	112392255	112393460	-	Asphd2	0.326388	0.311751	-0.014637
g007626	chr5	112392255	112393785	-	Asphd2	0.210534	0.236662	0.0261281
g007627	chr5	112392255	112393785	-	Asphd2	0.57089	0.541536	-0.0293542
g007626	chr5	112392255	112394718	-	Asphd2	0.350422	0.357409	0.00698689
g007628	chr5	112392255	112394718	-	Asphd2	0.67829	0.661808	-0.0164819
g007626	chr5	112392255	112395128	-	Asphd2	0.112656	0.0941782	-0.018478
g007629	chr5	112392255	112395128	-	Asphd2	0.649211	0.572865	-0.0763465
g007627	chr5	112393583	112393785	-	Asphd2	0.42911	0.458464	0.0293542
g007628	chr5	112393999	112394718	-	Asphd2	0.32171	0.338192	0.0164819
g007630	chr5	112393999	112394718	-	Asphd2	0.729264	0.724431	-0.00483204
g007629	chr5	112393999	112395128	-	.	0.350789	0.427135	0.0763465
g007630	chr5	112393999	112395128	-	.	0.270736	0.275569	0.00483204
g007631	chr5	112425722	112426726	-	Sez6l	0.377821	0.39275	0.0149288
g007631	chr5	112425725	112426726	-	Sez6l	0.264835	0.26393	-0.000905837
g007631	chr5	112425728	112426726	-	Sez6l	0.357343	0.34332	-0.014023
g007632	chr5	113101577	113137705	-	AC162528.2	0.556802	0.522311	-0.0344911
g007632	chr5	113101577	113163058	-	AC162528.2	0.229958	0.229671	-0.000287555
g007632	chr5	113101577	113175205	-	AC162528.2	0.21324	0.248018	0.0347787
g007633	chr5	114030186	114031561	-	Svop	0.973821	0.972232	-0.00158919
g007633	chr5	114030186	114206691	-	Svop	0.0261789	0.0277681	0.00158919
g007634	chr5	114065686	114065787	-	Svop	0.0531766	0.0630482	0.00987165
g007634	chr5	114065686	114091152	-	Svop	0.946823	0.936952	-0.00987165
g007635	chr5	114065686	114091152	-	Svop	0.95815	0.959617	0.00146638
g007635	chr5	114065953	114091152	-	Svop	0.0418498	0.0403834	-0.00146638
g007636	chr5	114369027	114370059	-	Kctd10	0.904345	0.885316	-0.0190287
g007636	chr5	114369030	114370059	-	Kctd10	0.0956553	0.114684	0.0190287
g007637	chr5	114733943	114737348	-	Git2	0.358226	0.449215	0.0909891
g007637	chr5	114733943	114739033	-	Git2	0.641774	0.550785	-0.0909891
g007638	chr5	114733943	114739033	-	Git2	0.604111	0.545744	-0.0583678
g007638	chr5	114737437	114739033	-	Git2	0.395889	0.454256	0.0583678
g007639	chr5	114739281	114743731	-	Git2	0.234648	0.256506	0.0218581
g007639	chr5	114739281	114745429	-	Git2	0.765352	0.743494	-0.0218581
g007640	chr5	114739281	114745429	-	Git2	0.623895	0.665622	0.0417269
g007640	chr5	114743880	114745429	-	Git2	0.376105	0.334378	-0.0417269
g007641	chr5	114809331	114813780	-	RP23-3M10.10	0.818428	0.837537	0.0191088
g007641	chr5	114813205	114813780	-	RP23-3M10.10	0.181572	0.162463	-0.0191088
g007642	chr5	115242058	115242393	-	Rnf10	0.137955	0.147041	0.00908542
g007642	chr5	115242061	115242393	-	Rnf10	0.862045	0.852959	-0.00908542
g007643	chr5	115249170	115249397	-	Rnf10	0.929417	0.917491	-0.0119264
g007643	chr5	115249173	115249397	-	Rnf10	0.070583	0.0825094	0.0119264
g007644	chr5	115651939	115652627	-	Bicdl1	0.0972244	0.127958	0.0307338
g007644	chr5	115651939	115655901	-	Bicdl1	0.902776	0.872042	-0.0307338
g007645	chr5	118237596	118242458	-	Rnft2	0.685691	0.68412	-0.00157086
g007645	chr5	118237599	118242458	-	Rnft2	0.314309	0.31588	0.00157086
g007646	chr5	118243031	118243881	-	Rnft2	0.172884	0.232205	0.0593217
g007646	chr5	118243031	118244972	-	Rnft2	0.827116	0.767795	-0.0593217
g007647	chr5	120541967	120542190	-	Tpcn1	0.0574801	0.0540605	-0.0034196
g007647	chr5	120541967	120542455	-	Tpcn1	0.94252	0.945939	0.0034196
g007648	chr5	120604247	120611378	-	Rita1	0.398459	0.27228	-0.126178
g007648	chr5	120609962	120611378	-	Rita1	0.601541	0.72772	0.126178
g007649	chr5	120611729	120611980	-	Rita1	0.135952	0.185918	0.0499665
g007649	chr5	120611729	120612274	-	Rita1	0.864048	0.814082	-0.0499665
g007650	chr5	120611729	120612274	-	Rita1	0.811685	0.778973	-0.0327119
g007650	chr5	120612074	120612274	-	Rita1	0.188315	0.221027	0.0327119
g007651	chr5	120682465	120682568	-	Dtx1	0.198747	0.193753	-0.00499491
g007651	chr5	120682465	120682580	-	Dtx1	0.801253	0.806247	0.00499491
g007652	chr5	120955983	120959250	-	Rph3a	0.213354	0.216823	0.00346909
g007652	chr5	120955983	120959259	-	Rph3a	0.786646	0.783177	-0.00346909
g007653	chr5	120973444	120986437	-	Rph3a	0.357506	0.348592	-0.00891406
g007653	chr5	120980141	120986437	-	Rph3a	0.642494	0.651408	0.00891406
g007654	chr5	120986513	121008313	-	Rph3a	0.0232152	0.025631	0.00241585
g007654	chr5	120986513	121008984	-	Rph3a	0.976785	0.974369	-0.00241585
g007655	chr5	121009099	121009238	-	Rph3a	0.959943	0.958049	-0.00189428
g007655	chr5	121009099	121009834	-	Rph3a	0.0400571	0.0419514	0.00189428
g007656	chr5	121372675	121373138	-	Trafd1	0.835752	0.834954	-0.000797871
g007656	chr5	121372675	121373150	-	Trafd1	0.164248	0.165046	0.000797871
g007657	chr5	121384104	121385309	-	Trafd1	0.285256	0.275139	-0.0101178
g007657	chr5	121384104	121385525	-	Trafd1	0.714744	0.724861	0.0101178
g007658	chr5	121445572	121447141	-	Erp29	0.924958	0.911617	-0.0133415
g007658	chr5	121445572	121452191	-	Erp29	0.0750417	0.0883831	0.0133415
g007659	chr5	121445572	121452191	-	Erp29	0.0863199	0.100708	0.0143879
g007659	chr5	121447279	121452191	-	Erp29	0.91368	0.899292	-0.0143879
g007660	chr5	121525767	121526739	-	Mapkapk5	0.709793	0.666663	-0.0431301
g007660	chr5	121525767	121526745	-	Mapkapk5	0.290207	0.333337	0.0431301
g007661	chr5	122454304	122455893	-	Atp2a2	0.992503	0.984981	-0.00752142
g007661	chr5	122454304	122457303	-	Atp2a2	0.0074971	0.0150185	0.00752142
g007662	chr5	122454304	122457303	-	Atp2a2	0.529413	0.72222	0.192808
g007662	chr5	122455975	122457303	-	Atp2a2	0.470587	0.27778	-0.192808
g007663	chr5	122734245	122736988	-	Camkk2	0.871472	0.788739	-0.0827336
g007663	chr5	122734245	122737433	-	Camkk2	0.128528	0.211261	0.0827336
g007664	chr5	122734245	122737433	-	Camkk2	0.0812013	0.128005	0.0468038
g007664	chr5	122737030	122737433	-	Camkk2	0.918799	0.871995	-0.0468038
g007665	chr5	122791735	122791827	-	Anapc5	0.0564817	0.0596802	0.00319851
g007665	chr5	122791755	122791827	-	Anapc5	0.943518	0.94032	-0.00319851
g007666	chr5	122800593	122802130	-	Anapc5	0.424987	0.429047	0.00405951
g007666	chr5	122800632	122802130	-	Anapc5	0.575013	0.570953	-0.00405951
g007667	chr5	122881058	122881637	-	Kdm2b	0.766407	0.778836	0.0124289
g007667	chr5	122881058	122881964	-	Kdm2b	0.233593	0.221164	-0.0124289
g007668	chr5	122881058	122881964	-	Kdm2b	0.2207	0.176924	-0.0437758
g007668	chr5	122881750	122881964	-	Kdm2b	0.7793	0.823076	0.0437758
g007669	chr5	122934859	122940953	-	Kdm2b	0.946336	0.911762	-0.0345734
g007669	chr5	122934859	122937628	-	Kdm2b	0.0536643	0.0882377	0.0345734
g007670	chr5	123583638	123586334	-	Clip1	0.0539485	0.0529317	-0.00101675
g007670	chr5	123583638	123590793	-	Clip1	0.946052	0.947068	0.00101675
g007671	chr5	123623270	123627294	-	Clip1	0.238202	0.196179	-0.0420229
g007671	chr5	123623270	123630225	-	Clip1	0.0683354	0.0638704	-0.00446496
g007672	chr5	123623270	123630225	-	Clip1	0.309334	0.314233	0.00489874
g007671	chr5	123623270	123630453	-	Clip1	0.693462	0.73995	0.0464879
g007673	chr5	123623270	123630453	-	Clip1	0.92548	0.940165	0.0146847
g007672	chr5	123627410	123630225	-	Clip1	0.690666	0.685767	-0.00489874
g007674	chr5	123627410	123630225	-	Clip1	0.726208	0.746129	0.0199204
g007673	chr5	123627410	123630453	-	Clip1	0.0745197	0.059835	-0.0146847
g007674	chr5	123627410	123630453	-	Clip1	0.273792	0.253871	-0.0199204
g007675	chr5	123631169	123635174	-	Clip1	0.685981	0.722795	0.0368141
g007675	chr5	123631169	123640494	-	Clip1	0.314019	0.277205	-0.0368141
g007676	chr5	123631169	123640494	-	Clip1	0.24517	0.208952	-0.036218
g007676	chr5	123635278	123640494	-	Clip1	0.75483	0.791048	0.036218
g007677	chr5	123731266	123733556	-	Rsrc2	0.0599176	0.0547259	-0.0051917
g007677	chr5	123731269	123733556	-	Rsrc2	0.940082	0.945274	0.0051917
g007678	chr5	123740862	123742779	-	Rsrc2	0.0470638	0.0592682	0.0122044
g007679	chr5	123740862	123742779	-	Rsrc2	0.241351	0.276147	0.0347967
g007678	chr5	123740862	123743638	-	Rsrc2	0.952936	0.940732	-0.0122044
g007680	chr5	123740862	123743638	-	Rsrc2	0.813415	0.803485	-0.00993019
g007679	chr5	123740884	123742779	-	Rsrc2	0.758649	0.723853	-0.0347967
g007680	chr5	123742856	123743638	-	Rsrc2	0.186585	0.196515	0.00993019
g007681	chr5	123745111	123745497	-	Rsrc2	0.185384	0.1875	0.00211576
g007681	chr5	123745111	123749289	-	Rsrc2	0.814616	0.8125	-0.00211576
g007682	chr5	123745111	123749289	-	Rsrc2	0.885806	0.84271	-0.0430966
g007682	chr5	123745589	123749289	-	Rsrc2	0.114194	0.15729	0.0430966
g007683	chr5	124125463	124126355	-	Pitpnm2	0.0563921	0.055369	-0.00102311
g007683	chr5	124125463	124127177	-	Pitpnm2	0.943608	0.944631	0.00102311
g007684	chr5	124125463	124127177	-	Pitpnm2	0.966413	0.945652	-0.0207609
g007684	chr5	124126504	124127177	-	Pitpnm2	0.0335868	0.0543477	0.0207609
g007685	chr5	124152719	124184933	-	Pitpnm2	0.0955745	0.106304	0.010729
g007685	chr5	124152719	124186939	-	Pitpnm2	0.511682	0.526539	0.0148565
g007686	chr5	124152719	124186939	-	Pitpnm2	0.915037	0.913716	-0.00132143
g007685	chr5	124152719	124216316	-	Pitpnm2	0.392743	0.367158	-0.0255855
g007686	chr5	124185818	124186939	-	Pitpnm2	0.0849629	0.0862843	0.00132143
g007687	chr5	124410379	124413185	-	Sbno1	0.257703	0.257306	-0.000397106
g007687	chr5	124410382	124413185	-	Sbno1	0.742297	0.742694	0.000397106
g007688	chr5	124410382	124413185	-	Sbno1	0.896781	0.850433	-0.046348
g007688	chr5	124410382	124414399	-	Sbno1	0.103219	0.149567	0.046348
g007689	chr5	124410382	124414399	-	Sbno1	0.139705	0.181847	0.0421413
g007689	chr5	124413289	124414399	-	Sbno1	0.860295	0.818153	-0.0421413
g007690	chr5	124836291	124838943	-	Ccdc92	0.994183	0.988257	-0.00592595
g007690	chr5	124836566	124838943	-	Ccdc92	0.00581728	0.0117432	0.00592595
g007691	chr5	124839807	124861749	-	Ccdc92	0.0482061	0.0650222	0.0168161
g007691	chr5	124839807	124862015	-	Ccdc92	0.951794	0.934978	-0.0168161
g007692	chr5	125018990	125019819	-	Ncor2	0.708008	0.677085	-0.030923
g007692	chr5	125018990	125019960	-	Ncor2	0.111924	0.115929	0.00400463
g007692	chr5	125018990	125022871	-	Ncor2	0.180068	0.206986	0.0269184
g007693	chr5	125018990	125022871	-	Ncor2	0.117453	0.151371	0.0339181
g007693	chr5	125020046	125022871	-	Ncor2	0.882547	0.848629	-0.0339181
g007694	chr5	125025804	125026688	-	Ncor2	0.72683	0.575333	-0.151497
g007694	chr5	125025804	125026802	-	Ncor2	0.27317	0.424667	0.151497
g007695	chr5	125027217	125028612	-	Ncor2	0.394513	0.402992	0.00847942
g007695	chr5	125027217	125028621	-	Ncor2	0.605487	0.597008	-0.00847942
g007696	chr5	125030223	125030686	-	Ncor2	0.12177	0.10849	-0.0132801
g007696	chr5	125030226	125030686	-	Ncor2	0.87823	0.89151	0.0132801
g007697	chr5	125037376	125037861	-	Ncor2	0.172638	0.168469	-0.00416884
g007697	chr5	125037379	125037861	-	Ncor2	0.827362	0.831531	0.00416884
g007698	chr5	125039050	125041796	-	Ncor2	0.0898361	0.0940432	0.00420707
g007698	chr5	125039053	125041796	-	Ncor2	0.910164	0.905957	-0.00420707
g007699	chr5	125041964	125042745	-	Ncor2	0.906841	0.900631	-0.00620977
g007699	chr5	125041967	125042745	-	Ncor2	0.0931594	0.0993692	0.00620977
g007700	chr5	125051058	125055733	-	Ncor2	0.88954	0.887559	-0.00198083
g007700	chr5	125051118	125055733	-	Ncor2	0.11046	0.112441	0.00198083
g007701	chr5	125055875	125057842	-	Ncor2	0.411393	0.344539	-0.0668538
g007701	chr5	125055875	125065840	-	Ncor2	0.588607	0.655461	0.0668538
g007702	chr5	125277865	125281105	-	Scarb1	0.194	0.260412	0.0664123
g007702	chr5	125277865	125283899	-	Scarb1	0.806	0.739588	-0.0664123
g007703	chr5	125277865	125283899	-	Scarb1	0.82245	0.767569	-0.0548814
g007703	chr5	125281233	125283899	-	Scarb1	0.17755	0.232431	0.0548814
g007704	chr5	125387301	125387758	-	.	0.976084	0.970793	-0.00529145
g007704	chr5	125387301	125387986	-	.	0.0239158	0.0292072	0.00529145
g007705	chr5	125388264	125389697	-	Ubc	0.995182	0.993561	-0.0016206
g007705	chr5	125388264	125389910	-	Ubc	0.00481812	0.00643873	0.0016206
g007706	chr5	127604648	127608772	-	Slc15a4	0.172335	0.260485	0.08815
g007706	chr5	127604706	127608772	-	Slc15a4	0.827665	0.739515	-0.08815
g007707	chr5	128759220	128761340	-	Rimbp2	0.673901	0.614329	-0.0595715
g007707	chr5	128760846	128761340	-	Rimbp2	0.103543	0.104379	0.000835777
g007707	chr5	128760849	128761340	-	Rimbp2	0.222556	0.281292	0.0587357
g007708	chr5	129771632	129776830	-	Psph	0.158693	0.182762	0.024069
g007708	chr5	129771632	129779022	-	Psph	0.841307	0.817238	-0.024069
g007709	chr5	129771632	129779022	-	Psph	0.923291	0.917528	-0.00576347
g007709	chr5	129776941	129779022	-	Psph	0.0767086	0.0824721	0.00576347
g007710	chr5	131440693	131443456	-	Auts2	0.784043	0.859656	0.0756122
g007710	chr5	131440693	131443756	-	Auts2	0.215957	0.140344	-0.0756122
g007711	chr5	131443678	131445399	-	Auts2	0.809847	0.900013	0.0901661
g007711	chr5	131443805	131445399	-	Auts2	0.190153	0.0999865	-0.0901661
g007712	chr5	131470458	131472238	-	Auts2	0.168533	0.202399	0.0338662
g007712	chr5	131470458	131472259	-	Auts2	0.831467	0.797601	-0.0338662
g007713	chr5	131475173	131476553	-	Auts2	0.343311	0.393757	0.0504455
g007713	chr5	131475176	131476553	-	Auts2	0.656689	0.606243	-0.0504455
g007714	chr5	131533872	131537660	-	Auts2	0.418625	0.523067	0.104442
g007714	chr5	131533872	131615957	-	Auts2	0.210331	0.158255	-0.0520759
g007714	chr5	131533872	131770760	-	Auts2	0.371044	0.318678	-0.052366
g007715	chr5	134169346	134171839	-	Rcc1l	0.0723708	0.0678	-0.00457076
g007715	chr5	134169346	134171847	-	Rcc1l	0.927629	0.9322	0.00457076
g007716	chr5	134238892	134239497	-	Gtf2i	0.980084	0.972133	-0.00795047
g007716	chr5	134238892	134240243	-	Gtf2i	0.0199161	0.0278665	0.00795047
g007717	chr5	134238892	134240243	-	Gtf2i	0.0193375	0.0293337	0.0099962
g007717	chr5	134239571	134240243	-	Gtf2i	0.980663	0.970666	-0.0099962
g007718	chr5	134243587	134243901	-	Gtf2i	0.606289	0.60984	0.00355096
g007718	chr5	134243599	134243901	-	Gtf2i	0.393711	0.39016	-0.00355096
g007719	chr5	134266656	134272524	-	Gtf2i	0.874505	0.882505	0.00799974
g007719	chr5	134266656	134274539	-	Gtf2i	0.125495	0.117495	-0.00799974
g007720	chr5	134266656	134274539	-	Gtf2i	0.105859	0.0979216	-0.00793777
g007720	chr5	134272586	134274539	-	Gtf2i	0.894141	0.902078	0.00793777
g007721	chr5	134274595	134276372	-	Gtf2i	0.0817765	0.111107	0.02933
g007721	chr5	134274595	134279437	-	Gtf2i	0.8365	0.817158	-0.0193417
g007722	chr5	134274595	134279437	-	Gtf2i	0.929363	0.886905	-0.0424583
g007721	chr5	134274595	134282787	-	Gtf2i	0.0817235	0.0717352	-0.00998829
g007723	chr5	134274595	134282787	-	Gtf2i	0.0967147	0.0892537	-0.00746108
g007722	chr5	134276428	134279437	-	Gtf2i	0.0306081	0.0315371	0.000928966
g007722	chr5	134276431	134279437	-	Gtf2i	0.0400289	0.0815582	0.0415293
g007723	chr5	134279514	134282787	-	Gtf2i	0.903285	0.910746	0.00746108
g007724	chr5	134295613	134311673	-	Gtf2i	0.0529506	0.0689357	0.0159851
g007724	chr5	134295613	134314383	-	Gtf2i	0.947049	0.931064	-0.0159851
g007725	chr5	134363979	134366836	-	Gtf2ird1	0.191633	0.285828	0.094195
g007725	chr5	134363979	134376107	-	Gtf2ird1	0.808367	0.714172	-0.094195
g007726	chr5	134363979	134376107	-	Gtf2ird1	0.797913	0.729639	-0.0682744
g007726	chr5	134366916	134376107	-	Gtf2ird1	0.202087	0.270361	0.0682744
g007727	chr5	134503461	134504734	-	Clip2	0.900878	0.838575	-0.0623027
g007727	chr5	134503461	134510163	-	Clip2	0.0991223	0.161425	0.0623027
g007728	chr5	134503461	134510163	-	Clip2	0.0845222	0.136728	0.0522057
g007728	chr5	134504838	134510163	-	Clip2	0.915478	0.863272	-0.0522057
g007729	chr5	134622086	134624441	-	Eif4h	0.56073	0.611975	0.0512441
g007729	chr5	134622086	134625366	-	Eif4h	0.43927	0.388025	-0.0512441
g007730	chr5	134622086	134625366	-	Eif4h	0.387174	0.330285	-0.0568896
g007730	chr5	134624500	134625366	-	Eif4h	0.612826	0.669715	0.0568896
g007731	chr5	134661858	134662103	-	Limk1	0.973758	0.989616	0.0158575
g007731	chr5	134661858	134664185	-	Limk1	0.0262417	0.0103842	-0.0158575
g007732	chr5	134661858	134664185	-	Limk1	0.0278247	0.0103843	-0.0174403
g007732	chr5	134662162	134664185	-	Limk1	0.972175	0.989616	0.0174403
g007733	chr5	135460470	135489081	-	Hip1	0.454559	0.451631	-0.00292763
g007733	chr5	135460470	135544937	-	Hip1	0.545441	0.548369	0.00292763
g007734	chr5	136161724	136168366	-	Orai2	0.42296	0.501392	0.0784317
g007734	chr5	136161724	136170538	-	Orai2	0.57704	0.498608	-0.0784317
g007735	chr5	136161724	136170538	-	Orai2	0.679647	0.603242	-0.0764044
g007735	chr5	136168474	136170538	-	Orai2	0.320353	0.396758	0.0764044
g007736	chr5	136326932	136332624	-	Cux1	0.493012	0.503524	0.0105114
g007736	chr5	136326938	136332624	-	Cux1	0.249724	0.261507	0.0117832
g007736	chr5	136327010	136332624	-	Cux1	0.257264	0.234969	-0.0222946
g007737	chr5	136985049	136986126	-	Znhit1	0.0810292	0.0903121	0.00928286
g007737	chr5	136985049	136986811	-	Znhit1	0.296152	0.373417	0.0772652
g007737	chr5	136985049	136987489	-	Znhit1	0.622819	0.536271	-0.0865481
g007738	chr5	137035791	137037418	-	Ap1s1	0.99359	0.992065	-0.00152477
g007738	chr5	137035791	137041769	-	Ap1s1	0.00641001	0.00793477	0.00152477
g007739	chr5	137035791	137041769	-	Ap1s1	0.00408004	0.00538212	0.00130207
g007739	chr5	137037555	137041769	-	Ap1s1	0.99592	0.994618	-0.00130207
g007740	chr5	137296092	137296218	-	Srrt	0.180608	0.16778	-0.0128282
g007740	chr5	137296113	137296218	-	Srrt	0.819392	0.83222	0.0128282
g007741	chr5	137296307	137296467	-	Srrt	0.570941	0.493696	-0.0772449
g007741	chr5	137296319	137296467	-	Srrt	0.429059	0.506304	0.0772449
g007742	chr5	137655728	137660162	-	Agfg2	0.822891	0.843325	0.0204338
g007742	chr5	137655728	137661364	-	Agfg2	0.177109	0.156675	-0.0204338
g007743	chr5	137655728	137661364	-	Agfg2	0.157254	0.145053	-0.0122012
g007743	chr5	137660194	137661364	-	Agfg2	0.842746	0.854947	0.0122012
g007744	chr5	137661489	137663436	-	Agfg2	0.0944971	0.0772846	-0.0172125
g007744	chr5	137661492	137663436	-	Agfg2	0.905503	0.922715	0.0172125
g007745	chr5	137739802	137740491	-	Nyap1	0.208619	0.222121	0.013502
g007745	chr5	137739802	137741051	-	Nyap1	0.791381	0.777879	-0.013502
g007746	chr5	138170396	138170810	-	Mcm7	0.443344	0.273159	-0.170185
g007746	chr5	138170396	138171188	-	Mcm7	0.105253	0.234757	0.129504
g007746	chr5	138170396	138171726	-	Mcm7	0.451403	0.492083	0.0406806
g007747	chr5	138184547	138187084	-	Taf6	0.198643	0.156153	-0.0424901
g007747	chr5	138184547	138187170	-	Taf6	0.801357	0.843847	0.0424901
g007748	chr5	138612165	138616470	-	Zfp68	0.617237	0.611768	-0.00546919
g007748	chr5	138612165	138617055	-	Zfp68	0.382763	0.388232	0.00546919
g007749	chr5	138612165	138617055	-	Zfp68	0.395068	0.375019	-0.0200496
g007749	chr5	138616559	138617055	-	Zfp68	0.148148	0.170459	0.0223105
g007749	chr5	138616565	138617055	-	Zfp68	0.456784	0.454523	-0.00226083
g007750	chr5	139127785	139129644	-	Prkar1b	0.890955	0.858108	-0.0328471
g007750	chr5	139127785	139129968	-	Prkar1b	0.0925189	0.126316	0.0337968
g007750	chr5	139127785	139150535	-	Prkar1b	0.016526	0.0155763	-0.000949683
g007751	chr5	139273803	139274447	-	Adap1	0.0103894	0.010753	0.000363581
g007751	chr5	139273806	139274447	-	Adap1	0.989611	0.989247	-0.000363581
g007752	chr5	139280817	139293136	-	Adap1	0.977543	0.986106	0.00856364
g007752	chr5	139280817	139302304	-	Adap1	0.0224573	0.0138937	-0.00856364
g007753	chr5	139280817	139302304	-	Adap1	0.0232632	0.0136902	-0.009573
g007753	chr5	139293218	139302304	-	Adap1	0.976737	0.98631	0.009573
g007754	chr5	139302395	139307742	-	Adap1	0.933128	0.934837	0.00170833
g007754	chr5	139302395	139325281	-	Adap1	0.0668717	0.0651634	-0.00170833
g007755	chr5	139302395	139325281	-	Adap1	0.0867441	0.0828929	-0.00385117
g007755	chr5	139307872	139325281	-	Adap1	0.913256	0.917107	0.00385117
g007756	chr5	139482797	139484266	-	Zfand2a	0.451172	0.393496	-0.0576767
g007756	chr5	139482797	139484277	-	Zfand2a	0.548828	0.606504	0.0576767
g007757	chr5	139752825	139753449	-	Ints1	0.287074	0.342829	0.0557545
g007757	chr5	139752825	139753461	-	Ints1	0.712926	0.657171	-0.0557545
g007758	chr5	140353195	140353433	-	Snx8	0.921389	0.913975	-0.00741476
g007758	chr5	140353195	140355960	-	Snx8	0.0786106	0.0860254	0.00741476
g007759	chr5	140353195	140355960	-	Snx8	0.117656	0.130094	0.012438
g007759	chr5	140353513	140355960	-	Snx8	0.882344	0.869906	-0.012438
g007760	chr5	140623531	140625091	-	Ttyh3	0.0636966	0.0711078	0.00741112
g007760	chr5	140623531	140626451	-	Ttyh3	0.885859	0.886412	0.000552974
g007761	chr5	140623531	140626451	-	Ttyh3	0.932673	0.91943	-0.0132431
g007760	chr5	140623531	140627122	-	Ttyh3	0.0504441	0.04248	-0.00796409
g007762	chr5	140623531	140627122	-	Ttyh3	0.0423164	0.0365957	-0.00572079
g007761	chr5	140625191	140626451	-	Ttyh3	0.0673274	0.0805705	0.0132431
g007762	chr5	140626526	140627122	-	Ttyh3	0.957684	0.963404	0.00572079
g007763	chr5	140691670	140692794	-	Iqce	0.166029	0.284436	0.118407
g007763	chr5	140691670	140693415	-	Iqce	0.833971	0.715564	-0.118407
g007764	chr5	142564941	142567865	-	Mmd2	0.994871	0.993629	-0.00124186
g007764	chr5	142564957	142567865	-	Mmd2	0.00512894	0.00637079	0.00124186
g007765	chr5	142569567	142574704	-	Mmd2	0.0269864	0.0244323	-0.00255412
g007765	chr5	142569567	142574797	-	Mmd2	0.973014	0.975568	0.00255412
g007766	chr5	142575346	142580181	-	Mmd2	0.989502	0.986329	-0.0031727
g007766	chr5	142575346	142608558	-	Mmd2	0.0104984	0.0136711	0.0031727
g007767	chr5	142575346	142608558	-	Mmd2	0.0116779	0.0152416	0.00356366
g007767	chr5	142580262	142608558	-	Mmd2	0.988322	0.984758	-0.00356366
g007768	chr5	142763161	142764769	-	Tnrc18	0.424071	0.573797	0.149726
g007768	chr5	142763161	142765051	-	Tnrc18	0.575929	0.426203	-0.149726
g007769	chr5	142763161	142765051	-	Tnrc18	0.53458	0.387185	-0.147396
g007769	chr5	142764897	142765051	-	Tnrc18	0.46542	0.612815	0.147396
g007770	chr5	142904782	142905088	-	Actb	0.000421522	0.000483228	6.17063e-05
g007770	chr5	142904782	142905237	-	Actb	0.999578	0.999517	-6.17063e-05
g007771	chr5	142904782	142905237	-	Actb	0.99962	0.999436	-0.000183402
g007771	chr5	142905150	142905237	-	Actb	0.000380201	0.000563603	0.000183402
g007772	chr5	143090758	143092995	-	Rnf216	0.78738	0.762204	-0.0251759
g007772	chr5	143090929	143092995	-	Rnf216	0.21262	0.237796	0.0251759
g007773	chr5	143314399	143314854	-	AC123686.4	0.301284	0.378577	0.0772926
g007773	chr5	143314399	143314903	-	AC123686.4	0.698716	0.621423	-0.0772926
g007774	chr5	143320475	143321755	-	Zdhhc4	0.0836414	0.0946262	0.0109848
g007774	chr5	143320475	143321769	-	Zdhhc4	0.916359	0.905374	-0.0109848
g007775	chr5	143324310	143324885	-	Zdhhc4	0.543419	0.623735	0.0803157
g007775	chr5	143324398	143324885	-	Zdhhc4	0.456581	0.376265	-0.0803157
g007776	chr5	143326223	143328391	-	Zdhhc4	0.990383	0.9761	-0.0142829
g007776	chr5	143326305	143328391	-	Zdhhc4	0.00961702	0.0238999	0.0142829
g007777	chr5	143328570	143328678	-	Zdhhc4	0.262701	0.222953	-0.0397483
g007777	chr5	143328570	143329166	-	Zdhhc4	0.737299	0.777047	0.0397483
g007778	chr5	143906755	143909581	-	Aimp2	0.628088	0.726255	0.0981667
g007778	chr5	143906755	143909701	-	Aimp2	0.371912	0.273745	-0.0981667
g007779	chr5	144880700	144881618	-	Smurf1	0.366739	0.351581	-0.015158
g007779	chr5	144880709	144881618	-	Smurf1	0.633261	0.648419	0.015158
g007780	chr5	145187233	145188193	-	Atp5j2	0.0126249	0.00849361	-0.00413124
g007780	chr5	145187233	145191503	-	Atp5j2	0.987375	0.991506	0.00413124
