group_id	chrom	loc	strand	gene_name	structure	llr	p_value	q_value
g008624	chr7	128446270	-	Tial1	i	3.27604e-05	0.999967	1
g008625	chr7	128448121	-	Tial1	o	3.49237	0.0723861	0.408789
g008626	chr7	128454936	-	Tial1	o	1.89755	0.149935	0.603932
g008627	chr7	128455032	-	Tial1	i	0.412114	0.662249	1
g008628	chr7	130167703	-	Fgfr2	o	0.0306075	0.969856	1
g008629	chr7	130228792	-	Fgfr2	i	0.00114751	0.998853	1
g008630	chr7	130261749	-	Fgfr2	o	4.61243	0.0264459	0.236896
g008631	chr7	130241277	-	Fgfr2	i	5.17197	0.00567339	0.0987489
g008632	chr7	130481715	-	Ate1	i	0.0234976	0.976776	1
g008633	chr7	130507482	-	Ate1	o	0.147723	0.86267	1
g008634	chr7	130516168	-	Ate1	i	0.101379	0.90359	1
g008635	chr7	131362508	-	RP23-78N8.3	o	0.0026971	0.997307	1
g008636	chr7	132779385	-	Fam53b	i	8.02215	0.00111052	0.0376897
g008637	chr7	132827882	-	Mettl10	i	0.970209	0.379004	0.925818
g008638	chr7	132837100	-	Mettl10	o	1.70156	0.182399	0.666326
g008639	chr7	132837207	-	Mettl10	i	1.32404	0.266058	0.793901
g008640	chr7	132851491	-	Mettl10	i	0.0219772	0.978263	1
g008641	chr7	132999345	-	Ctbp2	i	0.017469	0.982683	1
g008642	chr7	133081757	-	Ctbp2	o	0.115209	0.89118	1
g008643	chr7	133702469	-	Uros	i	0.945879	0.595174	1
g008644	chr7	139119148	-	Stk32c	i	0.0548832	0.946596	1
g008645	chr7	139120670	-	Stk32c	o	0.228128	0.796022	1
g008646	chr7	140070312	-	Caly	o	0.364024	0.694875	1
g008647	chr7	140073941	-	Caly	o	0.586182	0.556448	1
g008648	chr7	140074100	-	Caly	i	4.22495	0.0764207	0.42317
g008649	chr7	140082093	-	Caly	o	0.0578662	0.943776	1
g008650	chr7	140082462	-	Caly	o	2.19236	0.111653	0.516242
g008651	chr7	140081538	-	Caly	i	4.96018	0.00701164	0.109288
g008652	chr7	140099879	-	Fuom	o	0.115794	0.890659	1
g008653	chr7	140099706	-	Fuom	i	0.0066079	0.993414	1
g008654	chr7	140101669	-	Fuom	i	0.168714	0.84475	1
g008655	chr7	140881763	-	Sirt3	o	0.448126	0.638824	1
g008656	chr7	140878145	-	Sirt3	i	0.00152844	0.998473	1
g008657	chr7	141166787	-	Rnh1	i	3.90448	0.0201513	0.206391
g008658	chr7	141191342	-	Hras	o	0.216778	0.805108	1
g008659	chr7	141191467	-	Hras	i	0.157067	0.854647	1
g008660	chr7	141192131	-	Hras	o	0.45079	0.637125	1
g008661	chr7	141297616	-	Deaf1	i	0.278399	0.756995	1
g008662	chr7	141310762	-	Deaf1	o	0.672807	0.718331	1
g008663	chr7	141324179	-	Deaf1	i	0.292401	0.746469	1
g008664	chr7	141410885	-	Pddc1	i	0.646297	0.523983	1
g008665	chr7	141411798	-	Pddc1	o	0.590058	0.554295	1
g008666	chr7	141428003	-	Cend1	i	3.6158	0.0268953	0.23847
g008667	chr7	141434329	-	Slc25a22	i	1.15327	0.805306	1
g008668	chr7	141892889	-	Tollip	i	0.0653886	0.936703	1
g008669	chr7	142010253	-	Mob2	o	0.11589	0.890573	1
g008670	chr7	142016505	-	Mob2	i	0.0791494	0.923902	1
g008671	chr7	142090266	-	Dusp8	i	0.660645	0.516518	1
g008672	chr7	142356114	-	Ifitm10	i	1.07774	0.340363	0.883579
g008673	chr7	142372162	-	Ifitm10	o	2.29762	0.100498	0.490415
g008674	chr7	142655816	-	Igf2	i	0.0670754	0.935125	1
g008675	chr7	143459112	-	Cdkn1c	o	1.40483	0.245409	0.763663
g008676	chr7	143459250	-	Cdkn1c	i	0.990917	0.371236	0.917064
g008677	chr7	143514637	-	Nap1l4	i	2.7259	0.0654871	0.385125
g008678	chr7	143520384	-	Nap1l4	o	3.5809	0.0278507	0.243031
g008679	chr7	143588583	-	Cars	i	0.0136258	0.986467	1
g008680	chr7	143599982	-	Cars	o	0.611775	0.542387	1
g008681	chr7	144449615	-	Cttn	i	6.26952	0.00574731	0.0989301
g008682	chr7	144452027	-	Cttn	o	1.64295	0.19341	0.684507
g008683	chr7	144452548	-	Cttn	o	3.17043	0.0419855	0.305174
g008684	chr7	144485208	-	Ppfia1	i	1.54199	0.213955	0.721891
g008685	chr7	144491452	-	Ppfia1	o	1.35687	0.257465	0.778994
g008686	chr7	144500403	-	Ppfia1	i	2.12159	0.119841	0.537966
g008687	chr7	144504903	-	Ppfia1	o	0.896586	0.40796	0.96195
g008688	chr7	3293203	+	Myadm	o	1.76493	0.316909	0.856158
g008689	chr7	3394042	+	Cacng8	o	19.1092	2.54094e-08	3.81903e-05
g008690	chr7	3394504	+	Cacng8	i	3.20433	0.0405862	0.300163
g008691	chr7	3412067	+	Cacng8	o	3.39893	0.0334089	0.267271
g008692	chr7	3617617	+	Ndufa3	o	5.94515	0.00261852	0.0619088
g008693	chr7	3652128	+	Cnot3	i	0.43137	0.649619	1
g008694	chr7	3694598	+	Tsen34	o	0.00605179	0.993966	1
g008695	chr7	3695621	+	Tsen34	i	1.74408	0.174806	0.652041
g008696	chr7	3700528	+	Tsen34	o	0.155115	0.856316	1
g008697	chr7	3705919	+	Rps9	i	0.427751	0.651974	1
g008698	chr7	3706651	+	Rps9	o	0.0189896	0.98119	1
g008699	chr7	4133217	+	Ttyh1	i	0.131055	0.87717	1
g008700	chr7	4133663	+	Ttyh1	o	0.165002	0.847892	1
g008701	chr7	4133738	+	Ttyh1	i	0.153405	0.857782	1
g008702	chr7	4138696	+	Leng8	o	0.290031	0.74824	1
g008703	chr7	4694674	+	Brsk1	o	1.09995	0.332886	0.875136
g008704	chr7	4922639	+	Nat14	i	2.06243	0.127144	0.554136
g008705	chr7	4923208	+	Nat14	o	0.000310563	0.999689	1
g008706	chr7	4923211	+	Nat14	o	0.215461	0.80617	1
g008707	chr7	4923062	+	Nat14	i	0.102996	0.902131	1
g008708	chr7	5056967	+	Ccdc106	i	0.718179	0.487639	1
g008709	chr7	5069444	+	U2af2	o	0.0355698	0.965055	1
g008710	chr7	5075468	+	U2af2	o	3.07501	0.0461894	0.320924
g008711	chr7	5080477	+	Epn1	i	0.107501	0.975132	1
g008712	chr7	5082018	+	Epn1	o	1.41486	0.24296	0.759637
g008713	chr7	5083730	+	Epn1	o	0.00059646	0.999404	1
g008714	chr7	5089919	+	Epn1	o	0.430998	0.64986	1
g008715	chr7	5083663	+	Epn1	o	1.23927	0.289596	0.821693
g008716	chr7	5082121	+	Epn1	i	0.108479	0.897198	1
g008717	chr7	5083982	+	Epn1	i	1.41802	0.242194	0.75898
g008718	chr7	5092841	+	Epn1	o	0.536428	0.584833	1
g008719	chr7	5092965	+	Epn1	i	0.204696	0.814895	1
g008720	chr7	5093899	+	Epn1	o	1.92954	0.145216	0.594249
g008721	chr7	5095753	+	Epn1	i	0.510937	0.599933	1
g008722	chr7	6183862	+	Zfp444	o	0.399272	0.670808	1
g008723	chr7	6731302	+	Usp29	i	0.312518	0.731603	1
g008724	chr7	16115271	+	Napa	i	0.0611496	0.940683	1
g008725	chr7	16150444	+	Slc8a2	i	4.79011	0.00831151	0.12146
g008726	chr7	16152819	+	Slc8a2	o	4.70129	0.00908358	0.128403
g008727	chr7	16153294	+	Slc8a2	i	4.92322	0.00727563	0.111335
g008728	chr7	16158804	+	Slc8a2	o	3.37646	0.0341682	0.270696
g008729	chr7	16178795	+	Meis3	i	0.0733091	0.929314	1
g008730	chr7	16186057	+	Meis3	o	1.49125	0.225092	0.738652
g008731	chr7	16416773	+	Zc3h4	o	1.31178	0.269339	0.797805
g008732	chr7	16429910	+	Zc3h4	i	0.0219253	0.978313	1
g008733	chr7	16434021	+	Zc3h4	o	0.198848	0.819674	1
g008734	chr7	16822496	+	Strn4	o	2.23581	0.106905	0.505263
g008735	chr7	16831138	+	Strn4	i	2.33858	0.0964649	0.478956
g008736	chr7	16883223	+	Dact3	i	0.482166	0.617445	1
g008737	chr7	16885081	+	Dact3	o	0.695133	0.499008	1
g008738	chr7	19024506	+	Sympk	i	0.900185	0.406494	0.959984
g008739	chr7	19028864	+	Sympk	o	3.52849	0.0293491	0.25123
g008740	chr7	19050039	+	Sympk	i	0.776083	0.460205	1
g008741	chr7	19081301	+	Dmwd	i	3.59986	0.0273276	0.240396
g008742	chr7	19082276	+	Dmwd	o	4.19556	0.0150623	0.176476
g008743	chr7	19179227	+	Eml2	o	4.73946e-07	1	1
g008744	chr7	19179649	+	Eml2	i	1.22048	0.295089	0.826564
g008745	chr7	19181709	+	Eml2	o	0.848633	0.427999	0.981684
g008746	chr7	19201653	+	Eml2	i	5.14777	0.00581233	0.0989301
g008747	chr7	19202509	+	Eml2	o	4.1055	0.0164817	0.185459
g008748	chr7	19293076	+	Rtn2	o	0.227048	0.796883	1
g008749	chr7	24405601	+	Smg9	i	0.0315554	0.968937	1
g008750	chr7	24510753	+	Zfp428	i	0.0938529	0.910417	1
g008751	chr7	24885136	+	Rps19	o	0.0219676	0.997583	1
g008752	chr7	24885552	+	Rps19	i	0.45762	0.632788	1
g008753	chr7	24888282	+	Rps19	o	0.0453165	0.955695	1
g008754	chr7	24907716	+	Arhgef1	o	1.576	0.206801	0.709786
g008755	chr7	25079535	+	Zfp574	o	3.31422	0.0363625	0.279657
g008756	chr7	25284849	+	Cic	o	0.68546	0.503859	1
g008757	chr7	25290965	+	Cic	i	0.420136	0.656957	1
g008758	chr7	25292314	+	Cic	i	1.31586	0.268243	0.796328
g008759	chr7	25622344	+	Atp5sl	o	0.232056	0.792901	1
g008760	chr7	27202697	+	AC157561.9	i	0.285249	0.751827	1
g008761	chr7	27608623	+	Akt2	o	8.52386	0.00069095	0.0287332
g008762	chr7	28185436	+	Dyrk1b	i	3.2732	0.0378849	0.28696
g008763	chr7	28454497	+	Lrfn1	o	1.01051	0.364033	0.910772
g008764	chr7	28766867	+	Sirt2	i	0.60963	0.748389	1
g008765	chr7	28771811	+	Sirt2	o	1.98635	0.137195	0.576909
g008766	chr7	28776858	+	Sirt2	o	0.376884	0.685996	1
g008767	chr7	28813279	+	Hnrnpl	o	0.156817	0.854861	1
g008768	chr7	28815352	+	Hnrnpl	i	0.555539	0.573763	1
g008769	chr7	28818461	+	Hnrnpl	o	0.000952073	0.999048	1
g008770	chr7	29244070	+	Yif1b	o	2.06001	0.248793	0.766712
g008771	chr7	29309411	+	Dpf1	o	0.315354	0.729531	1
g008772	chr7	29311392	+	Dpf1	i	4.34502	0.0129713	0.161504
g008773	chr7	29312848	+	Dpf1	o	3.37846	0.0340998	0.270561
g008774	chr7	29313213	+	Dpf1	i	3.25422	0.0386111	0.290118
g008775	chr7	29314283	+	Dpf1	o	2.73028	0.0652013	0.384304
g008776	chr7	29784901	+	Zfp30	i	2.84984	0.0578538	0.363174
g008777	chr7	29786303	+	Zfp30	i	0.0614659	0.940385	1
g008778	chr7	29789341	+	Zfp30	o	0.305789	0.736542	1
g008779	chr7	30291842	+	Clip3	i	0.249472	0.919123	1
g008780	chr7	30312707	+	Alkbh6	i	1.79215	0.166602	0.637621
g008781	chr7	30563532	+	U2af1l4	o	0.713385	0.699272	1
g008782	chr7	30729854	+	Tmem147os	i	0.84091	0.431318	0.985428
g008783	chr7	30732414	+	Tmem147os	o	0.224966	0.798543	1
g008784	chr7	30735962	+	Tmem147os,RP24-63G4.14	i	0.208719	0.811623	1
g008785	chr7	35199321	+	Slc7a10	i	1.1518	0.316068	0.855065
g008786	chr7	35591882	+	Ankrd27	i	0.349392	0.705117	1
g008787	chr7	35602428	+	Ankrd27	o	0.00018016	0.99982	1
g008788	chr7	40900188	+	Vstm2b	i	3.00327	0.0496243	0.333967
g008789	chr7	40902430	+	Vstm2b	o	3.79632	0.0224533	0.218132
g008790	chr7	41599400	+	RP23-147O14.2	i	1.3447	0.260619	0.784092
g008791	chr7	41611676	+	RP23-147O14.2	o	0.119142	0.887682	1
g008792	chr7	41633694	+	Zfp788	i	0.622713	0.536487	1
g008793	chr7	41647491	+	Zfp788	o	4.49306	0.0111864	0.147114
g008794	chr7	41643432	+	Zfp788	i	1.50095	0.222918	0.73521
g008795	chr7	44248252	+	AC152939.2	o	0.000697194	0.999303	1
g008796	chr7	44333618	+	Shank1	i	0.0714478	0.931045	1
g008797	chr7	44342098	+	Shank1	o	2.94615	0.116969	0.530903
g008798	chr7	44343180	+	Shank1	i	0.0112018	0.988861	1
g008799	chr7	44344506	+	Shank1	o	1.35431	0.438765	0.993686
g008800	chr7	44343738	+	Shank1	i	0.0914655	0.912593	1
g008801	chr7	44354644	+	Shank1	i	0.565117	0.568293	1
g008802	chr7	44356620	+	Shank1	o	0.571806	0.564505	1
g008803	chr7	44384949	+	Syt3	i	0.236311	0.924864	1
g008804	chr7	44444875	+	Lrrc4b	o	0.0699385	0.932451	1
g008805	chr7	44468190	+	Josd2	i	3.95066	0.0192421	0.201463
g008806	chr7	44468807	+	Josd2	o	0.535055	0.585637	1
g008807	chr7	44470537	+	Josd2	i	0.100038	0.904803	1
g008808	chr7	44596268	+	Kcnc3	i	0.308269	0.734718	1
g008809	chr7	44598381	+	Kcnc3	o	2.70445	0.0669072	0.389881
g008810	chr7	44598575	+	Kcnc3	i	7.31848	0.00551657	0.0974983
g008811	chr7	44600869	+	Kcnc3	o	1.85184	0.156948	0.619608
g008812	chr7	44601869	+	Kcnc3	o	0.706919	0.493161	1
g008813	chr7	44852571	+	Akt1s1	o	0.660076	0.724353	1
g008814	chr7	44857554	+	Pnkp	i	0.169736	0.843888	1
g008815	chr7	44858453	+	Pnkp	o	0.000290009	0.99971	1
g008816	chr7	44859945	+	Pnkp	i	0.732695	0.480612	1
g008817	chr7	44860360	+	Pnkp	o	0.0459251	0.955113	1
g008818	chr7	45076069	+	Nosip	o	1.76638	0.170951	0.643808
g008819	chr7	45076428	+	Nosip	i	0.286656	0.75077	1
g008820	chr7	45156306	+	Pih1d1	o	0.0001086	0.999891	1
g008821	chr7	45168715	+	Slc17a7	o	0.443411	0.641843	1
g008822	chr7	45168967	+	Slc17a7	i	3.58408	0.0277623	0.242799
g008823	chr7	45170210	+	Slc17a7	o	3.10161	0.0449767	0.316871
g008824	chr7	45170746	+	Slc17a7	i	0.16471	0.848139	1
g008825	chr7	45173002	+	Slc17a7	i	1.41664	0.242527	0.75898
g008826	chr7	45174751	+	Slc17a7	o	0.812561	0.44372	0.997559
g008827	chr7	45700339	+	Car11	i	0.0480863	0.953052	1
g008828	chr7	45701224	+	Car11	o	0.0442709	0.956695	1
g008829	chr7	45719253	+	Rpl18	o	0.0112573	0.988806	1
g008830	chr7	45785569	+	Lmtk3	o	0.0879591	0.915798	1
g008831	chr7	45907112	+	Tmem143	i	0.1144	0.891901	1
g008832	chr7	45909322	+	Tmem143	o	0.0195945	0.980596	1
g008833	chr7	46083327	+	Nomo1	i	1.36166	0.256234	0.777797
g008834	chr7	46435346	+	Kcnc1	i	1.9563	0.141381	0.586182
g008835	chr7	50701251	+	Nell1	i	0.0302608	0.970192	1
g008836	chr7	50848483	+	Nell1	o	0.0998964	0.904931	1
g008837	chr7	54836020	+	Luzp2	i	0.355304	0.70096	1
g008838	chr7	55768721	+	Siglech	i	0.524215	0.59202	1
g008839	chr7	55769332	+	Siglech	o	0.366987	0.692819	1
g008840	chr7	55896815	+	Cyfip1	i	0.00189162	0.99811	1
g008841	chr7	55899915	+	Cyfip1	o	0.0651265	0.936949	1
g008842	chr7	56050856	+	Herc2	o	1.09027	0.336125	0.879693
g008843	chr7	57591481	+	Gabrb3	o	0.033332	0.967217	1
g008844	chr7	57591838	+	Gabrb3	i	1.12683	0.32406	0.863505
g008845	chr7	59229271	+	Ube3a	i	0.0870073	0.91667	1
g008846	chr7	59247173	+	Ube3a	o	0.0092235	0.990819	1
g008847	chr7	59247217	+	Ube3a	i	3.20101	0.0407211	0.300439
g008848	chr7	63685551	+	Otud7a	i	1.81063	0.163551	0.632311
g008849	chr7	64392843	+	Mcee	i	0.00376584	0.996241	1
g008850	chr7	64400169	+	Mcee	o	0.668486	0.512484	1
g008851	chr7	64411835	+	Mcee	o	2.89104	0.122708	0.54404
g008852	chr7	64553647	+	Apba2	o	0.232423	0.926544	1
g008853	chr7	64502253	+	Apba2	i	0.024401	0.975894	1
g008854	chr7	64553771	+	Apba2	i	0.0412479	0.959591	1
g008855	chr7	64695024	+	Apba2	o	0.130481	0.877674	1
g008856	chr7	64733658	+	Apba2	i	2.54151	0.0787474	0.430214
g008857	chr7	64736881	+	Apba2	o	2.13115	0.118701	0.535068
g008858	chr7	65693569	+	Tm2d3	i	0.204758	0.814844	1
g008859	chr7	65695143	+	Tm2d3	o	2.40674	0.0901086	0.463681
g008860	chr7	66025407	+	Pcsk6	i	2.02178	0.132419	0.567994
g008861	chr7	66031749	+	Pcsk6	o	2.14193	0.117428	0.532066
g008862	chr7	66069526	+	Snrpa1	i	0.0372776	0.963409	1
g008863	chr7	66070590	+	Snrpa1	o	0.141633	0.86794	1
g008864	chr7	67223609	+	Lysmd4	o	0.0582604	0.943404	1
g008865	chr7	67223891	+	Lysmd4	i	0.0368631	0.963808	1
g008866	chr7	67225864	+	Lysmd4	o	0.135186	0.873553	1
g008867	chr7	73391496	+	Rgma	i	1.43072	0.239136	0.756059
g008868	chr7	75677479	+	Akap13	i	2.81111	0.0601382	0.370441
g008869	chr7	75685117	+	Akap13	o	2.7706	0.0626242	0.377792
g008870	chr7	78896014	+	Aen	i	0.315878	0.729148	1
g008871	chr7	79531186	+	RP23-207N5.1	o	0.470533	0.624669	1
g008872	chr7	80081049	+	Zfp710	o	0.178369	0.836634	1
g008873	chr7	80343539	+	Hddc3	o	1.07103	0.342654	0.887741
g008874	chr7	81528940	+	WI1-1616M8.2	i	0.0586813	0.943007	1
g008875	chr7	81592102	+	Whamm	i	1.48803	0.225817	0.740132
g008876	chr7	82260200	+	Sh3gl3	i	3.85698	0.0211318	0.21154
g008877	chr7	82268352	+	Sh3gl3	i	0.0595609	0.942178	1
g008878	chr7	82672947	+	Efl1	i	0.473123	0.623053	1
g008879	chr7	83895530	+	Mesdc2	o	0.000426693	0.999573	1
g008880	chr7	84529189	+	RP23-121N17.2	i	3.80844	0.0221828	0.216901
g008881	chr7	84575705	+	RP23-121N17.2	o	0.252119	0.777152	1
g008882	chr7	87584540	+	Grm5	i	0.000988565	0.999012	1
g008883	chr7	87596116	+	Grm5	o	0.00360844	0.996398	1
g008884	chr7	88075130	+	Grm5	i	0.00298885	0.997016	1
g008885	chr7	88129981	+	Grm5	o	0.148626	0.861892	1
g008886	chr7	88281532	+	Ctsc	i	0.0016892	0.998312	1
g008887	chr7	90177603	+	Picalm	i	3.16756	0.0963965	0.478956
g008888	chr7	90189150	+	Picalm	o	2.95718	0.0519652	0.34149
g008889	chr7	90189257	+	Picalm	i	0.599944	0.548843	1
g008890	chr7	90191753	+	Picalm	i	6.01837	0.00243364	0.0594067
g008891	chr7	90195655	+	Picalm	o	4.7184	0.00892944	0.127127
g008892	chr7	90197020	+	Picalm	i	0.306327	0.736146	1
g008893	chr7	90207583	+	Picalm	o	0.693525	0.499811	1
g008894	chr7	90387556	+	Sytl2	i	3.52263	0.0295216	0.251903
g008895	chr7	90392359	+	Sytl2	o	3.57128	0.0281199	0.244504
g008896	chr7	90392453	+	Sytl2	i	0.0232655	0.977003	1
g008897	chr7	90396474	+	Sytl2	o	0.145928	0.86422	1
g008898	chr7	90915460	+	RP24-267C3.3	o	2.38112	0.092447	0.470389
g008899	chr7	91449754	+	Dlg2	o	8.62301	0.000628993	0.0275735
g008900	chr7	91091048	+	Dlg2	i	0.00121147	0.998789	1
g008901	chr7	91733091	+	Dlg2	o	5.90797	0.008041	0.118986
g008902	chr7	91968256	+	Dlg2	i	0.263385	0.768446	1
g008903	chr7	92040798	+	Dlg2	o	0.303251	0.738414	1
g008904	chr7	92286491	+	Dlg2	o	0.945409	0.388521	0.938607
g008905	chr7	92386990	+	Dlg2	i	0.192807	0.824641	1
g008906	chr7	92427691	+	Dlg2	o	1.6257	0.354464	0.901672
g008907	chr7	92418133	+	Dlg2	i	0.0863393	0.917283	1
g008908	chr7	96436858	+	Tenm4	i	0.272293	0.761631	1
g008909	chr7	96550012	+	Tenm4	o	0.01642	0.983714	1
g008910	chr7	96695025	+	Tenm4	i	0.0878355	0.915912	1
g008911	chr7	96703926	+	Tenm4	o	0.439905	0.644098	1
g008912	chr7	96797505	+	Tenm4	i	0.469057	0.625592	1
g008913	chr7	96811833	+	Tenm4	o	0.0392114	0.961547	1
g008914	chr7	97302459	+	Gab2	i	0.00173498	0.998267	1
g008915	chr7	97499549	+	Ints4	o	1.68733	0.185012	0.670378
g008916	chr7	97788974	+	Pak1	i	0.000236742	0.999763	1
g008917	chr7	97854436	+	Pak1	o	2.52414	0.0801272	0.434098
g008918	chr7	97854439	+	Pak1	o	2.09317	0.123296	0.545039
g008919	chr7	97843141	+	Pak1	i	0.343106	0.709563	1
g008920	chr7	97883588	+	Pak1	i	0.912295	0.401601	0.954576
g008921	chr7	97886298	+	Pak1	o	0.993319	0.370346	0.916223
g008922	chr7	98707117	+	Thap12	i	3.62884	0.0265469	0.237418
g008923	chr7	98710126	+	Thap12	o	5.15482	0.00577151	0.0989301
g008924	chr7	98714982	+	Thap12	o	0.235023	0.790552	1
g008925	chr7	99315902	+	Map6	i	5.06182	0.006334	0.103478
g008926	chr7	99335985	+	Map6	o	9.60722	6.72418e-05	0.0074795
g008927	chr7	99410409	+	Gdpd5	o	4.73	0.00882648	0.126002
g008928	chr7	99456534	+	Gdpd5	i	0.584822	0.557205	1
g008929	chr7	99458774	+	Gdpd5	o	0.44247	0.642448	1
g008930	chr7	99582261	+	Arrb1	o	3.61171	0.0270058	0.239165
g008931	chr7	99599852	+	Arrb1	i	0.519625	0.594743	1
g008932	chr7	100628457	+	Rab6a	i	2.90069	0.0549851	0.352456
g008933	chr7	100631742	+	Rab6a	o	1.74671	0.174346	0.650921
g008934	chr7	100813000	+	Fam168a	i	0.84185	0.430913	0.985349
g008935	chr7	100824132	+	Fam168a	o	0.903006	0.405349	0.95801
g008936	chr7	101244216	+	Fchsd2	i	5.38865	0.00456815	0.085824
g008937	chr7	101250445	+	Fchsd2	o	5.43128	0.0043775	0.0834342
g008938	chr7	101322033	+	Stard10	i	0.54242	0.58134	1
g008939	chr7	101345635	+	Stard10	o	0.190231	0.826769	1
g008940	chr7	101451468	+	Pde2a	i	2.51879	0.0805571	0.434492
g008941	chr7	101481371	+	Pde2a	o	0.0746458	0.928072	1
g008942	chr7	101502942	+	Pde2a	i	1.31793	0.267688	0.795893
g008943	chr7	101897733	+	Anapc15	o	1.19139	0.303797	0.839191
g008944	chr7	101977380	+	Numa1	o	0.186109	0.830183	1
g008945	chr7	102226445	+	Pgap2	i	0.134189	0.874425	1
g008946	chr7	102237122	+	Pgap2	o	0.235661	0.790049	1
g008947	chr7	102430885	+	Stim1	o	4.56079	0.0104537	0.141186
g008948	chr7	102430951	+	Stim1	i	2.85856	0.0573513	0.362181
g008949	chr7	102435384	+	Stim1	o	0.120584	0.886403	1
g008950	chr7	105640622	+	RP23-42I13.2,Timm10b	i	1.40999	0.244146	0.762104
g008951	chr7	105641028	+	RP23-42I13.2,Timm10b	o	2.31214	0.099049	0.486475
g008952	chr7	105641160	+	Timm10b	i	0.0583284	0.94334	1
g008953	chr7	105641622	+	Timm10b	o	0.306631	0.735922	1
g008954	chr7	105643311	+	Timm10b	o	0.0102431	0.989809	1
g008955	chr7	105641228	+	Timm10b	i	0.996221	0.369272	0.915221
g008956	chr7	109020517	+	Tub	o	0.293273	0.745819	1
g008957	chr7	109022753	+	Tub	i	1.10931	0.329786	0.871512
g008958	chr7	109025608	+	Tub	o	2.04202	0.129766	0.560457
g008959	chr7	109519993	+	Rpl27a	i	0.240885	0.785932	1
g008960	chr7	109521601	+	Rpl27a	o	0.121387	0.885691	1
g008961	chr7	110051527	+	Ipo7	i	0.162227	0.850248	1
g008962	chr7	112077959	+	Usp47	i	10.0028	4.5275e-05	0.00553882
g008963	chr7	112082430	+	Usp47	o	7.68194	0.000461079	0.0228821
g008964	chr7	112235419	+	Mical2	i	0.16371	0.848988	1
g008965	chr7	112271230	+	Mical2	o	0.0999211	0.904909	1
g008966	chr7	112333954	+	Mical2	i	4.75889	0.0231429	0.220708
g008967	chr7	112336849	+	Mical2	o	2.83655	0.0586278	0.366101
g008968	chr7	112345246	+	Mical2	o	4.56224	0.0276809	0.242288
g008969	chr7	112335329	+	Mical2	o	0.00690617	0.993118	1
g008970	chr7	112335430	+	Mical2	i	3.74182	0.023711	0.223541
g008971	chr7	113280802	+	Arntl	i	3.61915	0.0268055	0.23847
g008972	chr7	113283257	+	Arntl	o	4.15722	0.0156509	0.180688
g008973	chr7	113295593	+	Arntl	i	0.450379	0.637387	1
g008974	chr7	113927860	+	Spon1	i	0.0377237	0.962979	1
g008975	chr7	114508912	+	Pde3b	i	1.72091	0.178903	0.660203
g008976	chr7	116102004	+	AC160535.1	i	1.18771	0.304917	0.839895
g008977	chr7	116509455	+	Nucb2	o	0.777934	0.459354	1
g008978	chr7	118732453	+	Ccp110	i	2.12868	0.118995	0.535469
g008979	chr7	118735268	+	Ccp110	o	2.99475	0.0500494	0.334697
g008980	chr7	119737237	+	.	i	0.417805	0.65849	1
g008981	chr7	119895890	+	Lyrm1	i	0.700569	0.496303	1
g008982	chr7	119909804	+	Lyrm1	o	0.22065	0.801997	1
g008983	chr7	120726332	+	RP23-17C12.7	i	1.38151	0.251198	0.770736
g008984	chr7	120889751	+	Eef2k	i	1.61064	0.19976	0.697768
g008985	chr7	120891865	+	Eef2k	o	2.2091	0.1098	0.511549
g008986	chr7	121057399	+	Mettl9	i	0.140378	0.86903	1
g008987	chr7	122134169	+	Dctn5	o	0.000640173	0.99936	1
g008988	chr7	122138359	+	Dctn5	i	0.0618903	0.939986	1
g008989	chr7	122148057	+	Dctn5	o	0.0185551	0.981616	1
g008990	chr7	122600830	+	Prkcb	i	2.40507	0.0902593	0.463681
g008991	chr7	122985799	+	Rbbp6	i	0.431198	0.64973	1
g008992	chr7	122997305	+	Rbbp6	i	0.0945133	0.909816	1
g008993	chr7	122998525	+	Rbbp6	o	0.271571	0.762182	1
g008994	chr7	123179859	+	Tnrc6a	i	2.46885	0.084682	0.448806
g008995	chr7	123180540	+	Tnrc6a	o	2.05629	0.127928	0.556282
g008996	chr7	123422798	+	Lcmt1	i	0.672607	0.510376	1
g008997	chr7	123430133	+	Lcmt1	o	0.622667	0.536512	1
g008998	chr7	126777771	+	Ypel3	o	1.51151	0.220576	0.731384
g008999	chr7	126777953	+	Ypel3	i	1.96543	0.140095	0.584259
g009000	chr7	126778306	+	Ypel3	o	2.11237	0.12095	0.541037
g009001	chr7	126930802	+	Kctd13	i	1.66659	0.188891	0.678093
g009002	chr7	126941511	+	Kctd13	o	2.37111	0.0933772	0.472545
g009003	chr7	126942342	+	RP23-142A14.3,Kctd13	i	2.85601	0.0574979	0.362671
g009004	chr7	126947661	+	RP23-142A14.3	i	0.710063	0.700824	1
g009005	chr7	126951116	+	Sez6l2	i	0.00621934	0.9938	1
g009006	chr7	126952774	+	Sez6l2	o	0.00711549	0.99291	1
g009007	chr7	126967205	+	Sez6l2	i	6.12689	0.00218336	0.0553521
g009008	chr7	126967927	+	Sez6l2	o	4.8328	0.00796416	0.118015
g009009	chr7	127235264	+	Zfp553	o	3.82827	0.0217473	0.215446
g009010	chr7	127244608	+	Zfp771	i	4.47476	0.011393	0.1488
g009011	chr7	127245134	+	Zfp771	i	0.0789933	0.924046	1
g009012	chr7	127253805	+	Zfp771	o	5.01886	0.00661205	0.105821
