cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_10200_NA	Success	1.66990491649267	5	0.647752547353346	0.865744724901156	Atp2b2
chr6:clu_10201_NA	Success	1.0028173929683	1	0.156715680079334	0.497074133035139	Atp2b2
chr6:clu_10202_NA	Success	4.78044523220069	5	0.0886773509226513	0.380495311614043	Atp2b2
chr6:clu_10203_NA	Success	1.67910148644069	1	0.0668710030644163	0.332477835535124	Atp2b2
chr6:clu_10204_NA	Success	0.00269644161141969	1	0.941458969913548	0.979966503256277	Slc6a1
chr6:clu_10205_NA	Not enough valid samples	NA	NA	NA	NA	Atg7
chr6:clu_10206_NA	Success	0.815618574509386	1	0.201532018831397	0.553073720803335	Vgll4
chr6:clu_10207_NA	Success	0.692219821680681	1	0.239346359781204	0.591609078539749	Vgll4
chr6:clu_10208_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Vgll4
chr6:clu_10209_NA	Success	1.00993527324297	1	0.155252376774492	0.495234541277358	Tamm41
chr6:clu_10210_NA	Success	0.488932982987762	2	0.613280425838555	0.849192898685815	Tamm41
chr6:clu_10211_NA	Success	0.40252304850145	1	0.369588938859376	0.701500606177911	Syn2
chr6:clu_10212_NA	Success	0.101195290611599	1	0.652798117973343	0.867473539852759	Timp4
chr6:clu_10213_NA	Success	0.309684197915885	1	0.431282090857698	0.745572099007315	Timp4
chr6:clu_10214_NA	Success	0.294483839788768	1	0.442818588475658	0.753524855680259	Syn2
chr6:clu_10215_NA	Success	0.134229980790906	2	0.874388948815829	0.956961485425346	Tsen2
chr6:clu_10216_NA	Success	0.13992845527946	2	0.869420435615829	0.956083072908801	Raf1
chr6:clu_10217_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Mbd4
chr6:clu_10218_NA	Success	0.302272156871027	1	0.436849398573616	0.74934860439854	Ift122
chr6:clu_10219_NA	Success	0.257714097580219	2	0.77281615053235	0.922581556725189	Tmcc1
chr6:clu_10220_NA	Success	2.83490065790212	1	0.0172594107933217	0.159039296128811	Tmcc1
chr6:clu_10221_NA	Success	0.000332122269639967	1	0.979438443834687	0.995253229716788	Washc2
chr6:clu_10222_NA	Success	0.449558436164864	1	0.343018620529863	0.679290942426026	Washc2
chr6:clu_10223_NA	Success	2.04973012005576	4	0.392712683951085	0.719614664184917	Washc2
chr6:clu_10224_NA	Success	0.306571700321911	1	0.433606713172508	0.747025657971488	Washc2
chr6:clu_10225_NA	Success	4.56150848304424	5	0.104256886570163	0.41050454164633	March8
chr6:clu_10226_NA	Success	3.4043879255737	2	0.0332271513488311	0.231461590150726	March8
chr6:clu_10227_NA	Success	0.659256388491031	2	0.51723581402644	0.800797298875713	March8
chr6:clu_10228_NA	Success	0.0600976892581855	1	0.728822682345853	0.904171150275836	Zfp422
chr6:clu_10229_NA	Not enough valid samples	NA	NA	NA	NA	RP24-171J16.5
chr6:clu_10230_NA	Success	0.549278344683046	1	0.294583068956247	0.64309551541393	Cxcl12
chr6:clu_10231_NA	Success	0.0117361889670065	1	0.878235055439228	0.957728511681432	Zfp637
chr6:clu_10232_NA	Success	1.06628842506689	4	0.711390012657695	0.894466543330302	Zfp637
chr6:clu_10233_NA	Success	0.481190535084352	3	0.810353542570434	0.93763275856757	Zfp239
chr6:clu_10234_NA	Success	1.09280531301056	3	0.534788187638034	0.810524110207762	Zfp239
chr6:clu_10235_NA	Success	0.477899217401216	2	0.620084687579239	0.853599055384993	Hnrnpf
chr6:clu_10236_NA	Success	1.23557461175102	2	0.290667693300312	0.639427572544821	Rasgef1a
chr6:clu_10237_NA	Success	1.88954747646198	2	0.151140187856191	0.489625247351615	Rasgef1a
chr6:clu_10238_NA	Success	0.353981232661226	1	0.400121054966285	0.723313335205905	Rasgef1a
chr6:clu_10239_NA	Success	2.3502553981599	1	0.0301536544767079	0.220159444287421	Zfp9
chr6:clu_10240_NA	Success	3.04486061944613	2	0.0476029464502043	0.28030315517409	Cacna1c
chr6:clu_10241_NA	Success	0.0642694981822274	1	0.719951692879682	0.899107560078404	Cacna1c
chr6:clu_10242_NA	Success	1.30900678040439	2	0.270088180082791	0.623618236939127	Dcp1b
chr6:clu_10243_NA	Success	0.863959629744727	2	0.421489830084495	0.738074871380245	Dcp1b
chr6:clu_10244_NA	Success	0.525457612531881	1	0.305296396458465	0.64935854560165	Lrtm2
chr6:clu_10245_NA	Success	0.00343757419034318	1	0.933917922568471	0.976593175072544	Adipor2
chr6:clu_10246_NA	Success	0.875835906094153	2	0.416513707774142	0.735071036855703	Erc1
chr6:clu_10247_NA	Success	4.24801220176187	2	0.0142926165281463	0.141723384660473	Erc1
chr6:clu_10248_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Erc1
chr6:clu_10249_NA	Success	1.26321348107945	2	0.282743972656045	0.632742148948311	Erc1
chr6:clu_10250_NA	Success	1.84316640687126	2	0.158315340840236	0.497317307450929	Erc1
chr6:clu_10251_NA	Success	0.507370723785812	4	0.907552527287389	0.966955225108209	Rad52
chr6:clu_10252_NA	Success	0.210606119875251	2	0.810093083614809	0.93763275856757	Rad52
chr6:clu_10253_NA	Not enough valid samples	NA	NA	NA	NA	Rad52
chr6:clu_10254_NA	Success	8.60922199397464	7	0.0160406343884943	0.152100739366364	Wnk1
chr6:clu_10255_NA	Success	12.0377362333516	2	5.91667315938005e-06	0.000624124494412319	Wnk1
chr6:clu_10256_NA	Success	12.6834824269617	5	0.000118342939221831	0.00585392531226511	Wnk1
chr6:clu_10257_NA	Success	0.295539655748144	2	0.744129905109904	0.909662121410631	Wnk1
chr6:clu_10258_NA	Success	3.69400411572519	3	0.0605069102442298	0.31832511769226	Wnk1
chr6:clu_10259_NA	Success	2.50160513721084	2	0.081953346626182	0.36804950105422	Kdm5a
chr6:clu_10260_NA	Success	1.2859450667263	2	0.27638925387705	0.628826273649706	Cecr5
chr6:clu_10261_NA	Not enough valid samples	NA	NA	NA	NA	Cecr5
chr6:clu_10262_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Cecr2
chr6:clu_10263_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Cecr2
chr6:clu_10264_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Cecr2
chr6:clu_10265_NA	Success	0.612652203173695	1	0.268322166550212	0.62148396418029	Slc25a18
chr6:clu_10266_NA	Success	0.304925994287828	1	0.434843544498145	0.748109210758225	Atp6v1e1
chr6:clu_10267_NA	Success	0.29743562206599	1	0.440541596841219	0.752303226428206	Bcl2l13
chr6:clu_10268_NA	Success	1.27715989598914	4	0.634936116456709	0.861375830843155	Mical3
chr6:clu_10269_NA	Success	1.46683291123136	1	0.0867503081093712	0.378285989220235	Mical3
chr6:clu_10270_NA	Not enough valid samples	NA	NA	NA	NA	Mical3
chr6:clu_10271_NA	Not enough valid samples	NA	NA	NA	NA	Pex26
chr6:clu_10272_NA	Not enough valid samples	NA	NA	NA	NA	Slc6a13
chr6:clu_10273_NA	Success	3.56576694108026	6	0.30885423105353	0.650193068709024	Iqsec3
chr6:clu_10274_NA	Success	1.42754356245496	2	0.239897492262006	0.592322714673036	Iqsec3
chr6:clu_10275_NA	Success	0.709838540486999	2	0.491723584502381	0.785610600729804	Phc1
chr6:clu_10276_NA	Success	0.000117206266310177	1	0.987784436435239	0.997043907231395	Phc1
chr6:clu_10277_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Phc1
chr6:clu_10278_NA	Success	0.404075253974042	1	0.368667619118582	0.700192863615855	Rimklb
chr6:clu_10279_NA	Success	0.0015444955605517	1	0.9556774387463	0.984805689064428	Slc2a3
chr6:clu_10280_NA	Not enough valid samples	NA	NA	NA	NA	Slc2a3
chr6:clu_10281_NA	Success	0.422812730394071	2	0.655201320916772	0.867955214735183	Necap1
chr6:clu_10282_NA	Success	14.6887519922082	2	4.17595743913409e-07	7.58244337636872e-05	Pex5
chr6:clu_10283_NA	Success	0.363710825036605	1	0.393720210834455	0.719827169777744	Pex5
chr6:clu_10284_NA	Success	1.29181187704444	2	0.274772477847106	0.627597138542214	Lpcat3
chr6:clu_10285_NA	Success	0.0174420386738916	1	0.851838777159405	0.951297267172572	Emg1
chr6:clu_10286_NA	Success	0.0945748447676351	2	0.909759641328889	0.967405701551342	Grcc10,RP24-297C1.14
chr6:clu_10287_NA	Success	0.0678173434343989	2	0.934431137972706	0.976700602713768	RP24-297C1.14,Atn1
chr6:clu_10288_NA	Success	0.702794892698421	1	0.235789895852749	0.589794238135738	RP24-297C1.14,Atn1
chr6:clu_10289_NA	Success	1.64604655730261	2	0.192810669751421	0.543955929232485	RP24-297C1.14,Atn1
chr6:clu_10290_NA	Success	3.17620315724344	2	0.0417438494440372	0.261156307654206	Eno2
chr6:clu_10291_NA	Success	0.290201222549513	3	0.900903760778477	0.963641772690084	Eno2
chr6:clu_10292_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Lrrc23
chr6:clu_10293_NA	Success	0.379759632770401	1	0.383479009138318	0.712398589781945	Usp5
chr6:clu_10294_NA	Success	0.303492016760089	1	0.435925639882447	0.748807287293556	Usp5
chr6:clu_10295_NA	Success	1.20725986457353	2	0.299015500866145	0.645216381763769	Usp5
chr6:clu_10296_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	P3h3
chr6:clu_10297_NA	Success	0.716038566859197	1	0.231425748111128	0.585622934904925	Gpr162
chr6:clu_10298_NA	Success	2.1159197697948	2	0.120522385708002	0.440127248302614	Gpr162
chr6:clu_10299_NA	Success	0.199343804876435	3	0.940513470354376	0.979750186190426	Gpr162
chr6:clu_10300_NA	Success	1.36187598996599	1	0.0988653731231857	0.399927870800322	Ptms
chr6:clu_10301_NA	Success	1.81096737156895	4	0.459581637455609	0.763871314317185	Ptms
chr6:clu_10302_NA	Success	0.0332399415399323	1	0.796532760909915	0.931141896313512	Mlf2
chr6:clu_10303_NA	Success	3.75298388406009	2	0.0234476762208431	0.189843904840685	Mlf2
chr6:clu_10304_NA	Success	2.86608781215227	1	0.0166568342650503	0.155688688877381	Cops7a
chr6:clu_10305_NA	Success	0.0361863670573825	1	0.787912899409477	0.927310941861584	Cops7a
chr6:clu_10306_NA	Success	2.48241286079769	3	0.174390971480095	0.521196546172028	Cops7a
chr6:clu_10307_NA	Success	0.0180591131196479	1	0.849271550447657	0.950873991197258	Pianp
chr6:clu_10308_NA	Success	0.757489739231062	1	0.218380831623042	0.571913758595464	Pianp
chr6:clu_10309_NA	Success	0.958364338662705	1	0.166217737919112	0.509349191007902	Zfp384
chr6:clu_10310_NA	Success	5.15281989184052	2	0.00578307406893902	0.0787642768080057	Zfp384
chr6:clu_10311_NA	Success	0.309789708814151	2	0.733601209872994	0.905450081855517	Zfp384
chr6:clu_10312_NA	Success	1.66286185045192	2	0.189595608670137	0.539281191995491	Ing4,RP24-503A2.6
chr6:clu_10313_NA	Success	0.400668200420853	1	0.370694107785915	0.70227194212036	Ing4
chr6:clu_10314_NA	Success	0.785298106976143	1	0.210120450121523	0.562412433989965	Chd4
chr6:clu_10315_NA	Success	0.881185567400962	1	0.184329036199289	0.533165592126781	Chd4
chr6:clu_10316_NA	Success	0.0238839994293585	1	0.826993660908872	0.942423741104	Chd4
chr6:clu_10317_NA	Success	0.000237129566812655	1	0.982625449153992	0.996115639285156	Chd4
chr6:clu_10318_NA	Success	0.488961459725545	1	0.322712142429225	0.663926050594507	Iffo1
chr6:clu_10319_NA	Success	2.884881187475	5	0.329270567914412	0.668325600696726	Iffo1
chr6:clu_10320_NA	Success	0.00338034402156495	1	0.934469063346696	0.976700602713768	Iffo1
chr6:clu_10321_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Gapdh
chr6:clu_10322_NA	Success	0.512270002050059	1	0.311444522716413	0.651895798784116	Mrpl51
chr6:clu_10323_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Scnn1a
chr6:clu_10324_NA	Not enough valid samples	NA	NA	NA	NA	Ntf3
chr6:clu_10325_NA	Success	11.5711569468019	5	0.00031706055563866	0.011904280387301	Kcna6
chr6:clu_10326_NA	Success	0.861083321742967	2	0.422703909852081	0.738698091751601	Ndufa9
chr6:clu_10327_NA	Success	2.34543068666608	4	0.320512101219821	0.661571381496596	Parp11
chr6:clu_10328_NA	Success	0.157917020807332	1	0.574122055572467	0.829893036260161	Parp11
chr6:clu_10329_NA	Success	0.0672766725511167	1	0.713756915461747	0.895362290982882	Parp11
chr6:clu_10330_NA	Success	0.386903624688159	1	0.379041820148981	0.708927254300931	Prmt8
chr6:clu_10331_NA	Success	0.0448002698609571	1	0.764685602107261	0.919408672992739	Prmt8
chr6:clu_10332_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_10333_NA	Success	0.416375982096895	2	0.659432289134207	0.869922824493864	Tulp3
chr6:clu_10334_NA	Success	1.89546197907987	3	0.284943593152718	0.633924388006725	Rhno1
chr6:clu_10335_NA	Success	0.673702945932291	2	0.509817252488692	0.796880276103539	RP23-114E15.17,Nrip2
chr6:clu_10336_NA	Success	1.52800366893689	1	0.0804391009100749	0.36502683810601	Gabarapl1
chr6:clu_10337_NA	Success	1.15490789427159	1	0.128559284905263	0.456239230890964	Magohb
chr6:clu_10338_NA	Success	0.385375833009221	2	0.680194948445316	0.880615741049925	Ybx3
chr6:clu_10339_NA	Success	1.02511987612388	2	0.358753456854317	0.692497958891324	Borcs5
chr6:clu_10340_NA	Success	1.70407937059713	3	0.332870419021294	0.670828377197935	Crebl2
chr6:clu_10341_NA	Success	3.96192073578186	7	0.339357415868572	0.675717177485792	Gpr19
chr6:clu_10342_NA	Success	0.00146394272223915	2	0.998537128319196	0.999973435974065	Hebp1
chr6:clu_10343_NA	Success	0.531578013395347	1	0.302496470625537	0.646930084697519	Fam234b
chr6:clu_10344_NA	Success	0.374568479631435	1	0.386749612198681	0.71516614288736	Atf7ip
chr6:clu_10345_NA	Success	0.405534651885546	1	0.367804299464385	0.699600344514778	Atf7ip
chr6:clu_10346_NA	Success	0.449199084221618	2	0.638139042632173	0.862645229450304	Wbp11
chr6:clu_10347_NA	Success	0.948368261472751	2	0.387372598825338	0.7155448687873	Wbp11
chr6:clu_10348_NA	Success	0.559717617227818	2	0.571370386224018	0.828743301700796	Wbp11
chr6:clu_10349_NA	Not enough valid samples	NA	NA	NA	NA	Arhgdib
chr6:clu_10350_NA	Success	0.11840566146688	1	0.626518690956857	0.856600545739804	Ptpro
chr6:clu_10351_NA	Success	0.172262129897717	2	0.841758494178501	0.947413184509971	Ptpro
chr6:clu_10352_NA	Success	1.37583116834436	1	0.0971533725293522	0.396922124617959	Eps8
chr6:clu_10353_NA	Success	0.928959608707714	2	0.394964414225521	0.720248276040046	Eps8
chr6:clu_10354_NA	Success	0.663108740258025	1	0.249479248279297	0.60266786345507	Eps8
chr6:clu_10355_NA	Success	2.10170725882395	1	0.0403426705502466	0.257690553064897	Strap
chr6:clu_10356_NA	Success	3.89211997112386	3	0.0506877617560845	0.290288339819231	Lmo3
chr6:clu_10357_NA	Success	2.04528871373009	3	0.251848050949777	0.604632331554036	Lmo3
chr6:clu_10358_NA	Success	3.98659118747491	3	0.0465692087477764	0.275976755532569	Lmo3
chr6:clu_10359_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP24-272N4.1
chr6:clu_10360_NA	Success	0.91712979632689	2	0.399664514985364	0.723196237212529	Plekha5
chr6:clu_10361_NA	Success	3.45275088589665	4	0.140967092255098	0.473637113870087	Plekha5
chr6:clu_10362_NA	Success	1.37441554469399	1	0.0973255568634347	0.397191550412455	Plekha5
chr6:clu_10363_NA	Success	0.683948353809257	1	0.24217358736659	0.595027681720704	Plekha5
chr6:clu_10364_NA	Success	1.95313424854294	2	0.141828847371092	0.474877966590754	Plekha5
chr6:clu_10365_NA	Success	1.72412108528331	1	0.0633190776051224	0.323488055144989	Slco1c1
chr6:clu_10366_NA	Success	1.30936164419541	1	0.105609381919044	0.412312130467161	Slco1c1
chr6:clu_10367_NA	Success	0.00065372540620956	1	0.971155825589663	0.991695613458307	Slco1c1
chr6:clu_10368_NA	Success	0.176690143066935	2	0.838039416619935	0.946782997587851	Slco1a4
chr6:clu_10369_NA	Success	1.08386513630751	3	0.538332437527164	0.813324114982922	Slco1a4
chr6:clu_10370_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Recql
chr6:clu_10371_NA	Success	8.00487527594441	2	0.000333831135242393	0.0121710793770727	Golt1b
chr6:clu_10372_NA	Success	2.02919920082059	2	0.131440736648677	0.460196454295782	Ldhb
chr6:clu_10373_NA	Success	0.152639666392133	1	0.580591526719172	0.833523233952242	Ldhb
chr6:clu_10374_NA	Success	0.257629623355683	1	0.472870988497441	0.773750785728712	Ldhb
chr6:clu_10375_NA	Success	1.60934434167211	2	0.200018715027974	0.550347807196883	Cmas
chr6:clu_10376_NA	Success	1.43051394714962	2	0.239185961705604	0.591432933462122	St8sia1
chr6:clu_10377_NA	Success	0.458105796554264	4	0.922223568416562	0.971432065158427	C2cd5
chr6:clu_10378_NA	Success	0.483856976319657	2	0.616401355598553	0.851385635940837	C2cd5
chr6:clu_10379_NA	Success	0.490168830916787	2	0.612522972639261	0.848886942561618	C2cd5
chr6:clu_10380_NA	Success	0.417493269179374	1	0.360834571281319	0.694819838579952	C2cd5
chr6:clu_10381_NA	Success	0.21918588586243	1	0.507909380500703	0.796059870295942	C2cd5
chr6:clu_10382_NA	Success	0.339512920312472	2	0.712117096075275	0.894974351087001	Sox5
chr6:clu_10383_NA	Not enough valid samples	NA	NA	NA	NA	Sox5
chr6:clu_10384_NA	Success	3.18799341130352	2	0.0412545688925483	0.260698859918059	Bcat1
chr6:clu_10385_NA	Success	3.53261063192792	3	0.0698477484796551	0.338274447818391	Etfrf1
chr6:clu_10386_NA	Success	0.296862304115564	2	0.743146333508836	0.909662121410631	Kras
chr6:clu_10387_NA	Success	1.98248979004313	2	0.137725901492987	0.46935088165369	Ints13
chr6:clu_10388_NA	Success	0.636359448242956	1	0.259257235826879	0.612152432967879	Ints13
chr6:clu_10389_NA	Success	16.8304538573939	2	4.9048616492706e-08	1.29348208636479e-05	Fgfr1op2
chr6:clu_10390_NA	Success	0.00452814316895456	2	0.995482093414591	0.999354093888188	Med21
chr6:clu_10391_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Arntl2
chr6:clu_10392_NA	Success	0.890564318441989	2	0.410424077513212	0.729667013166619	Ppfibp1
chr6:clu_10393_NA	Success	0.236325470738393	2	0.789523665260359	0.927924885019497	Ppfibp1
chr6:clu_10394_NA	Not enough valid samples	NA	NA	NA	NA	Ppfibp1
chr6:clu_10395_NA	Success	5.62132234557481	2	0.00361985124845842	0.0580223913573451	Ppfibp1
chr6:clu_10396_NA	Success	0.00168234031806946	1	0.953743955003501	0.98413154887449	Mrps35
chr6:clu_10397_NA	Success	0.804788160841781	2	0.447182647321798	0.755884807681976	Mrps35
chr6:clu_10398_NA	Success	1.59285906694691	2	0.2033434074352	0.554672073138273	Ccdc91
chr6:clu_10399_NA	Success	2.70335640360304	2	0.0669803220414876	0.332550994446236	Ccdc91
chr6:clu_10400_NA	Success	0.0309172953612915	1	0.803619444635426	0.933957467674767	Ergic2
chr6:clu_10401_NA	Success	0.359625749636507	2	0.697937480555196	0.889027194055941	Tmtc1
chr6:clu_10402_NA	Success	0.737124011525623	1	0.224676645557422	0.577742337858194	Ipo8
chr6:clu_10403_NA	Success	1.21913854018658	2	0.295484605427067	0.643555180452517	Ipo8
chr6:clu_10404_NA	Success	2.47500110003145	1	0.0260906352791875	0.202923085138283	Ipo8
chr6:clu_10405_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Mettl20
chr6:clu_10406_NA	Success	2.35501043820159	6	0.581505847497614	0.833863123625527	Amn1
chr6:clu_10407_NA	Success	3.02389171617619	3	0.109308459279894	0.419799062061064	Bicd1
chr6:clu_9832_NA	Success	0.706584833726083	2	0.493326114521377	0.786563934305674	Casd1
chr6:clu_9833_NA	Success	0.015730991768578	2	0.984392094016738	0.996720617362592	Casd1
chr6:clu_9834_NA	Success	1.26386337776103	3	0.470301071016509	0.772389035203725	Sgce
chr6:clu_9835_NA	Success	3.75309700193566	2	0.0234450240195304	0.189843904840685	Sgce
chr6:clu_9836_NA	Success	0.153378988140958	2	0.857804562443088	0.953178834720257	Sgce
chr6:clu_9837_NA	Success	0.291607279283198	2	0.747061865042521	0.910521984173479	Ppp1r9a
chr6:clu_9838_NA	Success	3.96733335120075	2	0.0189238291172878	0.167145399763221	Ppp1r9a
chr6:clu_9839_NA	Success	1.89621163547554	2	0.150136314312692	0.488315427842166	Ppp1r9a
chr6:clu_9840_NA	Success	2.66341141525402	2	0.0697100058716604	0.337902855594972	Ppp1r9a
chr6:clu_9841_NA	Success	2.11478885018596	2	0.120658763939176	0.440334915779345	Ppp1r9a
chr6:clu_9842_NA	Success	0.689733444357444	2	0.501709784817989	0.79278100347835	Pon2
chr6:clu_9843_NA	Success	3.73480728727372	2	0.0238777721759602	0.192406670201016	Pon2
chr6:clu_9844_NA	Success	0.329601102878314	2	0.719210567244692	0.89868865555079	Dync1i1
chr6:clu_9845_NA	Success	3.8743349812512	2	0.0207681444878246	0.176672786748959	Dync1i1
chr6:clu_9846_NA	Success	0.128035789250134	1	0.612831970485829	0.848956897355915	Sem1
chr6:clu_9847_NA	Not enough valid samples	NA	NA	NA	NA	Dlx6os1
chr6:clu_9848_NA	Success	0.109319463272413	2	0.896443990818427	0.963055623562091	Tac1
chr6:clu_9849_NA	Success	0.800946857739916	1	0.205635049989572	0.557549908245539	Umad1,RP24-267I24.5
chr6:clu_9850_NA	Success	1.35728520809971	2	0.257358504215585	0.609895591372695	Umad1,RP24-267I24.5
chr6:clu_9851_NA	Success	0.70099658843219	1	0.236390132791839	0.590229285573131	Glcci1,RP24-267I24.5
chr6:clu_9852_NA	Success	0.46767811064592	2	0.626455140447185	0.856600545739804	RP24-267I24.5,Glcci1
chr6:clu_9853_NA	Success	2.17057670736426	2	0.114111788821926	0.428586698199952	Ica1
chr6:clu_9854_NA	Success	0.533297439145485	1	0.301715850742257	0.646664483845344	Ndufa4
chr6:clu_9855_NA	Success	0.117427840802122	1	0.627946555552734	0.857349992509785	Phf14
chr6:clu_9856_NA	Success	0.111576788128673	1	0.636647485925064	0.862042488277019	Phf14
chr6:clu_9857_NA	Success	0.11221878595461	2	0.893848674570195	0.962307680273734	Phf14
chr6:clu_9858_NA	Success	0.0722379457552051	1	0.703871301482715	0.890055716177459	Phf14
chr6:clu_9859_NA	Success	0.159809605443797	1	0.571836575152987	0.828743301700796	Tmem106b
chr6:clu_9860_NA	Success	0.679453831549608	3	0.715194627095186	0.895894106503763	Gpr85
chr6:clu_9861_NA	Not enough valid samples	NA	NA	NA	NA	Gpr85
chr6:clu_9862_NA	Success	4.1886789488413	1	0.00379924329891762	0.0601148839697308	RP23-440D19.2
chr6:clu_9863_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP23-413D8.2
chr6:clu_9864_NA	Success	0.907073961843025	1	0.178011447442104	0.527039505979348	Capza2
chr6:clu_9865_NA	Success	0.72428364627558	2	0.484671640962482	0.780946042377138	St7
chr6:clu_9866_NA	Success	2.25516007638919	2	0.104856757301676	0.411695655396442	St7,Gm27444
chr6:clu_9867_NA	Not enough valid samples	NA	NA	NA	NA	Wnt2
chr6:clu_9868_NA	Success	0.00555932768077128	1	0.916022682624606	0.970283746300466	Cttnbp2
chr6:clu_9869_NA	Success	1.26576449083859	3	0.469620027879902	0.77185211883036	Cttnbp2
chr6:clu_9870_NA	Success	7.64404271628882	1	9.22968328976461e-05	0.0049162008326051	Ptprz1
chr6:clu_9871_NA	Success	0.499035068271041	2	0.607116202849919	0.84569823102373	Ptprz1
chr6:clu_9872_NA	Success	0.478402912042668	1	0.327992962306975	0.667680582707601	Ptprz1
chr6:clu_9873_NA	Success	0.194985688463305	1	0.532314447626273	0.809655976642214	Cadps2
chr6:clu_9874_NA	Success	0.833320133577217	2	0.4346039451353	0.747961189747092	Cadps2
chr6:clu_9875_NA	Success	0.262413422738064	2	0.769192956105904	0.920737185975251	Cadps2
chr6:clu_9876_NA	Success	1.83890846598206	2	0.158990875375826	0.498438419378049	Cadps2
chr6:clu_9877_NA	Success	5.84735989198089	2	0.0028875124484821	0.0496616271419064	Ndufa5
chr6:clu_9878_NA	Success	0.193191992463085	1	0.534206283365264	0.810418955561385	Ndufa5
chr6:clu_9879_NA	Success	0.361777249552603	1	0.394980438355278	0.720248276040046	Grm8
chr6:clu_9880_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Grm8
chr6:clu_9881_NA	Not enough valid samples	NA	NA	NA	NA	Zfp800
chr6:clu_9882_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Zfp800
chr6:clu_9883_NA	Success	0.0976005925680852	1	0.658622517325655	0.869231236638295	Snd1
chr6:clu_9884_NA	Success	0.641718094533786	1	0.257261110404028	0.609895591372695	Snd1
chr6:clu_9885_NA	Success	1.00672971803661	1	0.155909449910007	0.49604940547568	Rbm28
chr6:clu_9886_NA	Success	2.80312092797612	1	0.0178966060701731	0.162211791189228	Calu
chr6:clu_9887_NA	Success	0.533967319255453	1	0.301412428434636	0.646664483845344	Calu
chr6:clu_9888_NA	Success	0.683150239833878	1	0.242448530841959	0.595027681720704	Ccdc136
chr6:clu_9889_NA	Success	43.4415781353819	14	1.46711620614611e-12	2.32139701418205e-09	Ccdc136
chr6:clu_9890_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Flnc
chr6:clu_9891_NA	Success	0.821658411015051	1	0.199870993748269	0.550347807196883	Atp6v1f
chr6:clu_9892_NA	Success	2.00700777556608	3	0.259954675383374	0.612477767399756	Tnpo3
chr6:clu_9893_NA	Success	0.104365658726238	1	0.647763606689522	0.865744724901156	Tspan33
chr6:clu_9894_NA	Success	18.0773282945017	2	1.40966551021662e-08	4.33707088643313e-06	Smo
chr6:clu_9895_NA	Success	7.25673986683671	3	0.00228335263141086	0.0423625020862759	Ahcyl2
chr6:clu_9896_NA	Success	0.720151396973336	1	0.23009034809262	0.584197320244532	Nrf1
chr6:clu_9897_NA	Success	0.000246189965309895	1	0.982296685103658	0.996115639285156	Nrf1
chr6:clu_9898_NA	Success	1.20425032311186	2	0.299916755915654	0.646095338615355	Klhdc10
chr6:clu_9899_NA	Success	0.191333079541891	2	0.825857466108496	0.941948155285793	Tmem209
chr6:clu_9900_NA	Success	0.780242775935221	1	0.211594140305608	0.56377596777121	Copg2
chr6:clu_9901_NA	Success	1.1291384945344	1	0.13290185644536	0.462681497500538	Copg2
chr6:clu_9902_NA	Success	3.73595083971759	10	0.680268785916173	0.880615741049925	RP23-402K12.2
chr6:clu_9903_NA	Success	1.9961342828376	2	0.135859463677593	0.466742996182698	RP23-402K12.2
chr6:clu_9904_NA	Success	0.306375767774568	1	0.433753685365895	0.747162646829339	Mkln1
chr6:clu_9905_NA	Success	0.00489977548852494	1	0.921144080934014	0.971220523566626	Mkln1
chr6:clu_9906_NA	Success	6.24022240496197	2	0.00194942191352194	0.0380137273136778	Chchd3
chr6:clu_9907_NA	Success	0.275779498986594	2	0.758980268229822	0.916236016448339	Chchd3
chr6:clu_9908_NA	Success	1.12011564433766	2	0.326242064393985	0.666075042438299	Slc35b4
chr6:clu_9909_NA	Success	0.207611776253231	1	0.519330072557376	0.801609058010259	Akr1b10
chr6:clu_9910_NA	Success	0.460070668016215	1	0.337437864777701	0.674390646499253	Bpgm
chr6:clu_9911_NA	Success	1.7418776573179	1	0.0619739504288576	0.321010808921994	Bpgm
chr6:clu_9912_NA	Not enough valid samples	NA	NA	NA	NA	Cald1
